 	la	casa	la	costruirono	i	muratori	</S>
o	0.618634365	0.12290474	0.0554695015	0.111501701318	0.06488796725	0.00957376	0.01702802565
s	0.434040441667	0.21109302	0.0885294338333	0.040072558651	0.135827907417	0.00737400193333	0.08306270755
p	0.328731410556	0.315172813333	0.112869167944	0.0226712525503	0.121596650139	0.00316714117778	0.09579161735
ì	0.425851976852	0.395745054444	0.0867241239813	0.0141489905168	0.043937064813	0.00109108343959	0.0325017358117
t	0.357580992284	0.359200184815	0.11124485266	0.00500908149227	0.122850648704	0.0269356929269	0.0171785727989
i	0.241098117428	0.409373994938	0.150718567553	0.00218468335076	0.149010703235	0.0355525382846	0.012061443133
o	0.167657810476	0.456549331646	0.226636332518	0.00236853308359	0.124416348078	0.0169441642372	0.00542753314433
f	0.214635214825	0.253510563882	0.235126044173	0.00648573629453	0.171617359359	0.0961349435791	0.0224901622814
a	0.206395854942	0.264894347961	0.237108548058	0.0229979352648	0.124039676453	0.117517878356	0.0270457774938
b	0.0856140769807	0.25352858382	0.207640157586	0.0240709174706	0.0570532274843	0.352825429949	0.0192676175646
b	0.206693260994	0.139191969107	0.102487508762	0.0243608315392	0.0787375144948	0.431802966116	0.0167259404215
r	0.509914000331	0.106071507702	0.0872123069207	0.0323058371797	0.107406228165	0.151027017839	0.0060630699305
i	0.45060507511	0.109543363901	0.174848868307	0.0402346180599	0.163854096055	0.0579564148797	0.0029575265335
k	0.196372546703	0.108039012634	0.187917608436	0.0351777015333	0.216492982018	0.241802194227	0.0141979461778
è	0.0993676016677	0.055477429878	0.093358093812	0.177337026024	0.253163020673	0.302990257942	0.0183065682259
t	0.144956799989	0.054493527626	0.126931849937	0.257608588675	0.237204828891	0.167216712514	0.0115877089086
s	0.171309835663	0.0572737238753	0.121520780646	0.129094077225	0.381477084964	0.126512091171	0.0128124279695
a	0.0701267343543	0.0510121992918	0.0657595262153	0.124398900075	0.600967694988	0.0636477387237	0.0240872256565
n	0.0241736827848	0.0289841478739	0.0371536921251	0.112649529264	0.404312421129	0.357401887575	0.0353246798855
e	0.00873634489493	0.0267884307346	0.041090514095	0.247611682327	0.207458463176	0.441482981025	0.0268316332952
e	0.00341874818198	0.0260798911249	0.0426183159783	0.292760302942	0.192453501059	0.360617032175	0.0820522344317
f	0.00424027084433	0.0092527942883	0.0150155499394	0.0977846245253	0.117204171353	0.632537480725	0.123965124811
a	0.00570537668144	0.0112181987961	0.0228039666465	0.22749170622	0.134001694784	0.518785239242	0.0799938396037
b	0.00698687662715	0.0116110205654	0.0251677230722	0.270695707335	0.139455580595	0.499461195414	0.0466219072012
b	0.167944864542	0.0448926701551	0.0340442292141	0.11949176904	0.108518819198	0.499890745138	0.0252169212337
r	0.405459361514	0.057937172585	0.051469159738	0.0967422943467	0.0983955097327	0.279110701713	0.0108858266779
i	0.324838022838	0.0248239680617	0.0370145515793	0.0953067647822	0.145491743244	0.318583793904	0.0539411556593
k	0.110242148556	0.0116281992812	0.0174316052074	0.0671729418521	0.159557158281	0.559716597968	0.0742513492198
a	0.0385999141287	0.0128301643544	0.0180972477501	0.246712244209	0.11306642996	0.524467482656	0.0462265184066
t	0.0150100575196	0.0132775782448	0.0183462287234	0.306559258837	0.09749666637	0.510608154219	0.0387020448022
ù	0.0058495112832	0.00676544710827	0.0094139545478	0.17527935038	0.11137525184	0.607917228073	0.0833992689341
r	0.120942855728	0.0150612686028	0.0305772506826	0.166846030127	0.119668317947	0.454149919358	0.0927544156447
i	0.159321613043	0.0222250895343	0.0393401705609	0.143395200042	0.087542136649	0.363596426453	0.184579417882
</S>	0.0804697982215	0.0211437207672	0.0271293227805	0.150375895021	0.109601693325	0.292738328227	0.318541263941
