 	perché	aveva	lavorato	molto	</S>
j	0.3049407787	0.487096025	0.11306139	0.01180814655	0.0830936533
a	0.103428027033	0.749755591667	0.0818094466667	0.00452928158333	0.0604776279667
t	0.052384108011	0.802198397222	0.0855547422222	0.00187229629444	0.0579903996556
ì	0.0346022289913	0.567793729074	0.0718514874074	0.00278755899815	0.322964942219
ì	0.0115574148681	0.535226919691	0.0432703124691	0.00332173116605	0.406623632873
c	0.00508349703937	0.60378685323	0.0316151821564	0.222097982389	0.137416498691
h	0.0126937148798	0.62280589441	0.0235374200521	0.29474808063	0.046214874547
e	0.0231908929599	0.82626204147	0.0314162423507	0.09884839231	0.0202823932323
p	0.0208131879866	0.721119333823	0.0464298284502	0.199617443037	0.0120201625774
o	0.114924831662	0.578466621274	0.0632378728167	0.233549313979	0.00982135335913
l	0.142630870644	0.402510878091	0.0605588736056	0.356937504293	0.037361894453
e	0.0525378633047	0.248235230364	0.209739723869	0.400534554431	0.088952658151
m	0.0238301695349	0.215683481455	0.350759174623	0.287928424477	0.121798769384
ì	0.00974978452497	0.118432480485	0.393584971541	0.262324444826	0.215908333128
s	0.075046750755	0.0614568471617	0.34582137718	0.273545478275	0.244129547709
o	0.129921258918	0.147596187387	0.27124098906	0.269898052758	0.181343505903
n	0.0767232540393	0.168816427562	0.205579687687	0.418651464253	0.130229171301
t	0.0373159004131	0.0987027042873	0.328118823896	0.479580128084	0.056282454267
a	0.040685093471	0.0845878957624	0.466354347965	0.216773389361	0.191599289256
p	0.030153219495	0.0385016067875	0.254377919822	0.440898369787	0.236068878919
o	0.0868931448363	0.0263183414625	0.231740070441	0.493201717596	0.16184673214
d	0.105938100569	0.0250322071542	0.229295673814	0.493699543532	0.146034492047
d	0.0355778252363	0.0120568427181	0.0835694303713	0.800616991177	0.068178905349
h	0.0174763158354	0.015251204906	0.0922292088904	0.794736797059	0.080306451783
ì	0.0113560650951	0.0164731736453	0.103029972963	0.52371128902	0.345429483928
</S>	0.00572132527255	0.00866763733765	0.0659323064815	0.34135132951	0.578327391964
