 	non	ha	che	li	aspettiamo	</S>
e	0.3560478973	0.0269971335	0.20944462455	0.26550633395	0.000780819715	0.14122316635
n	0.1192955502	0.0712562095	0.248738448183	0.313984077983	0.083184618915	0.163541089683
è	0.0413156794667	0.193612609833	0.257095982728	0.217755039328	0.111050247505	0.179170429228
n	0.0152432886371	0.191059769944	0.280106470909	0.407235226443	0.0374724455027	0.0688827497093
a	0.00537041836057	0.106726783315	0.357558613636	0.494517302148	0.0125104462669	0.0233163773031
t	0.00536972795352	0.0992669877717	0.346506821212	0.272845771716	0.0671934247206	0.208817212534
u	0.0342305113178	0.208563549257	0.251906297071	0.146142984905	0.0878253454069	0.271331250678
s	0.0407645890526	0.225307242752	0.19876368669	0.0859366579683	0.175008922302	0.274218846726
m	0.0759581516309	0.154207647251	0.151570436563	0.0469828356561	0.268666347434	0.302614584242
ì	0.0969603262103	0.149940512417	0.182913332188	0.110814761885	0.319538749145	0.139832322747
n	0.292617784403	0.0776352848057	0.117582399396	0.138649438628	0.269862857448	0.103652173582
o	0.353064917801	0.0599546089352	0.0583837124653	0.0799243725427	0.331755423549	0.116916877861
m	0.191760892267	0.0617563623117	0.0551059881551	0.0666681725142	0.35556467585	0.269143855954
e	0.135710221422	0.0396594377706	0.0472358000517	0.0900763955047	0.187708063283	0.499610065318
</S>	0.071486321711	0.0299464103853	0.0300033360259	0.102757614752	0.192310356641	0.573495952659
