 	non	ho	cosa	a	fare	</S>
e	0.39054894235	0.0312530725	0.4510290665	0.0468765715	0.00019832274	0.0800939362875
n	0.132399199017	0.0740385108333	0.4439025755	0.0718237038333	0.23958423118	0.0382516829542
è	0.049716633339	0.362374256944	0.171678541833	0.0723363966111	0.319497590893	0.0243965048114
c	0.0223129685797	0.450293992315	0.241497900611	0.16385637087	0.109627713464	0.0124109727638
h	0.0690229433266	0.400613104105	0.274742020204	0.206846886957	0.040426853688	0.00834812219293
o	0.104216043776	0.490139524702	0.145505992068	0.238175492319	0.0177069444293	0.00425594666931
t	0.0704151439253	0.348732301567	0.091945949356	0.25076110744	0.0163005174764	0.221844907556
i	0.0420881856418	0.206595627189	0.0823588797853	0.346571955813	0.0248512331588	0.297534093185
k	0.0181139515473	0.119304714063	0.0635946292618	0.356614830938	0.0207541653196	0.421617688395
à	0.00701220561577	0.0424669132877	0.0272887634539	0.130859454646	0.33297945804	0.459393165265
m	0.134916258305	0.0358295533626	0.0378660521846	0.065604966882	0.437039188213	0.288743974222
i	0.179528228202	0.0364417424542	0.0423291840615	0.0572240606273	0.437286778271	0.247189994741
</S>	0.093108662251	0.0230904752271	0.0231352720307	0.0566728278137	0.655893289136	0.14809942737
