 	si	è	rotta	la	coppa	</S>
e	0.4127990532	0.0067423354	0.0022260453525	0.4664232995	0.049258959	0.0625503050655
g	0.139629377633	0.00780945213333	0.0942843515508	0.688905443167	0.0479726046667	0.0213987316322
l	0.0482912102777	0.00753734471111	0.449464230517	0.464212433056	0.0226626024556	0.0078321657274
à	0.0276769033926	0.188894682904	0.614186810172	0.157961184145	0.0084606687152	0.00281971984247
s	0.0215410628975	0.256460661968	0.369851030057	0.084677709175	0.266068188235	0.00140132709749
t	0.0086365064325	0.099152192656	0.455006320019	0.0835067330583	0.352767883745	0.00093038927583
i	0.0885227858442	0.222039235219	0.465906103006	0.0702367923528	0.143249695582	0.0100454141686
e	0.115628776115	0.26003619924	0.164824553935	0.119570838784	0.326559938527	0.0133797007895
c	0.0463822428717	0.0897644019133	0.0696835345783	0.358407832928	0.430947779509	0.0048142133385
ò	0.0244689929572	0.0340749083044	0.0438404811928	0.364115369643	0.513479079836	0.0200211567882
p	0.0106651177857	0.0134419964548	0.0234651232309	0.127123353548	0.798835926612	0.0264684821627
p	0.00983285939523	0.0108894065049	0.317943277577	0.0527906471827	0.598074384537	0.0104694397542
a	0.0110434435651	0.0192606545016	0.449543430526	0.0622323880609	0.256162337179	0.201757745718
</S>	0.00861177443255	0.0238970452508	0.278980072263	0.0862082010305	0.20441406859	0.397888847859
