 	che	non	li	aspetiamo	</S>
n	0.112213095	0.366541691	0.06443037255	0.001471545215	0.4553433015
a	0.170652278333	0.587759040333	0.0867410175167	0.000809684415	0.154037986767
m	0.341439599444	0.447060678111	0.139319149172	0.00188602457167	0.0702945508557
i	0.364449659815	0.406752304037	0.184863133057	0.00219738513722	0.0417375342852
t	0.174924478272	0.369293783546	0.114310199019	0.310926257326	0.0305453054284
u	0.113836431091	0.383710106715	0.0613127843397	0.415460514442	0.0256801709095
s	0.089566527417	0.386784161772	0.0448755211132	0.359451046814	0.11932272607
m	0.200139876192	0.156155693457	0.0257100167044	0.448978628938	0.169015762023
ì	0.291197892064	0.137290294486	0.193602678901	0.298690896313	0.0792182606743
n	0.447491464021	0.111268611495	0.2548680923	0.139192825604	0.0471790492248
o	0.456302728007	0.0701106938317	0.120501701767	0.294416348701	0.0586685720749
m	0.296477429336	0.0642549146106	0.094773820589	0.3482120849	0.196281777358
e	0.233202344712	0.0404485515369	0.120183821863	0.1776925503	0.428472719119
</S>	0.118250654756	0.0266967957685	0.144556310932	0.17733260515	0.53316360956
