 	hai	già	mangiato	</S>
ì	0.79449627	0.0697858725	0.0288805376	0.10683734605
s	0.556872078867	0.3920164525	0.0150545872667	0.0360569210833
e	0.199046418489	0.779525460833	0.00930606199557	0.0121221073638
g	0.168977849496	0.604796666944	0.215250614905	0.0109748907573
i	0.155045986499	0.549434602315	0.284610592802	0.0109088178358
à	0.0651486681663	0.557287834105	0.310337052101	0.0672264638619
f	0.0380248497221	0.247346305368	0.618283117367	0.0963457666206
a	0.032706373574	0.376112729123	0.541687697122	0.0494932102069
m	0.0300611485247	0.410172192374	0.528482490374	0.0312841614023
è	0.0291457908416	0.151180920125	0.759537343458	0.0601359791341
n	0.0612617102805	0.0645973070417	0.804341927819	0.069799098378
a	0.0638298452402	0.0315538760139	0.75035247594	0.154263798126
</S>	0.0323866503401	0.027949258007	0.67821473797	0.261449324063
