 	mia	figlia	vuole	andare	</S>
i	0.4025823337	0.473747805	0.066525435	0.02026551355	0.0368788455
k	0.236738567033	0.498245238333	0.162764465	0.07984859285	0.0224031158333
i	0.218888255678	0.500194816111	0.179837948333	0.0866525017967	0.0144264601111
a	0.114035993226	0.642131928704	0.171893052778	0.0601638381122	0.0117751738704
t	0.0502381684087	0.414675536901	0.179834647593	0.308910756037	0.0463408672901
è	0.12140592547	0.309797459634	0.156648602531	0.360954727846	0.0511932400634
r	0.161955045157	0.399013409878	0.232293620844	0.177063018449	0.0296748983211
a	0.142778441719	0.519216849959	0.199793906948	0.115773283166	0.022437497676
m	0.24090131724	0.449661819986	0.112727633649	0.143239684739	0.0534695367943
u	0.267177435747	0.363506043329	0.148860919216	0.155728981913	0.0647266440981
i	0.145823468316	0.33534183311	0.240898589739	0.225041567638	0.0528945531994
t	0.0557463825053	0.137015357703	0.20295205658	0.377812055879	0.2264741444
è	0.0397933388351	0.136648107234	0.29081723886	0.275234735293	0.257506595467
l	0.136226520945	0.143785400411	0.325070248287	0.237597761764	0.157320099156
i	0.178045300315	0.15358462147	0.316025484762	0.226573687255	0.125770912052
n	0.096278345105	0.14715419339	0.296768496587	0.292676962418	0.167121989684
a	0.0565034453683	0.115055100697	0.304005003862	0.318543954139	0.205892483228
p	0.0342616744561	0.103992451232	0.305776473561	0.308130518046	0.247838874409
à	0.0150905896987	0.0359998720773	0.12733401346	0.585597572682	0.235977911136
i	0.00535393971957	0.0130884132491	0.0775532691533	0.709785040894	0.194219296712
</S>	0.00282349326979	0.00694698445955	0.0535667215767	0.673039645447	0.263623138356
