 	non	ci	dimentichiamo	mai	</S>
e	0.4705954136	0.37202182475	0.0892557623135	0.03727263485	0.03085439275
n	0.156992917173	0.392517724917	0.386751740771	0.0386500892833	0.02508754775
è	0.0528696034643	0.430659548306	0.479331180257	0.0163961583944	0.02074354405
n	0.0181473009481	0.726519282769	0.217678350086	0.0266195754315	0.0110355058167
a	0.00769083460937	0.870042860923	0.0855529800287	0.0295441282772	0.0071692015389
a	0.00447332095646	0.779879910308	0.107803786676	0.103201647559	0.0046413572463
l	0.00810365040549	0.429337657436	0.107262299732	0.449761849186	0.00553460634877
l	0.0165471914685	0.264906323145	0.229628850751	0.483791516395	0.00512615121626
i	0.0380404371562	0.285668447715	0.49941235025	0.173321069665	0.00355770333875
m	0.0388767774854	0.174514097872	0.395527926717	0.389125220755	0.00195601247958
o	0.0457842562618	0.319332447924	0.170464417206	0.461171972618	0.00324692175986
n	0.0472871231206	0.368648077141	0.0958023606687	0.475112789906	0.0131496364533
i	0.0501754220735	0.19980843688	0.24692084349	0.480849995202	0.0222453101511
s	0.0518078526912	0.143000106827	0.304016165497	0.396459863634	0.104716013384
t	0.0243443108971	0.069556006809	0.151412499499	0.545263621211	0.209423571128
ù	0.015236542199	0.0487730859363	0.4194393265	0.360502980147	0.156048092376
m	0.0638045679663	0.0273377989788	0.466643415133	0.372614116459	0.0696001261253
e	0.0902581816554	0.0330145523263	0.445477344678	0.378172602053	0.0530773330418
s	0.0445646632185	0.0310021571088	0.440885653226	0.402491080584	0.0810564520139
t	0.0348588780728	0.0310638227029	0.157609612742	0.609211160195	0.167256547338
a	0.0309520068243	0.030961576901	0.285366904247	0.413287476732	0.239432035779
m	0.0173424324081	0.0152212073003	0.320725143929	0.469999972244	0.17671119626
à	0.011869213936	0.0205722714334	0.34847568049	0.493469441748	0.12561335642
i	0.00553938474867	0.0255349701445	0.36332332683	0.361755874916	0.243846468807
</S>	0.00288952182933	0.0219494745723	0.190238463415	0.455277987458	0.329644599403
