 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.3200952034	0.061275471065	0.0142616916	0.0062436003587	0.0166941182735	0.07390509568	0.500824145	0.00670068755
è	0.164795050067	0.0375920123983	0.153244076267	0.00347357702537	0.00875401560683	0.0253014671467	0.600820548333	0.00601928155
o	0.118340658022	0.0357051444661	0.201419576756	0.00465447867512	0.0226148485356	0.0111983828489	0.596941096111	0.00912585201667
p	0.0454204535807	0.0187068735554	0.071581147752	0.00606964822504	0.0243537941452	0.0113205859496	0.81093292537	0.0116146011722
p	0.138444240767	0.0961693309185	0.080566590084	0.0163815997417	0.0132214893484	0.0120608336499	0.60425767979	0.0388982563907
ò	0.199379984922	0.133479050306	0.356921133361	0.0183354731139	0.0187514164495	0.00989329054997	0.219166638263	0.0440730560969
r	0.101746513307	0.0708884134353	0.416454432787	0.087299919238	0.0309544661498	0.00810305994999	0.200840193088	0.0837130193323
k	0.0977942414357	0.0766526924784	0.274782275929	0.133927696413	0.0472640420499	0.0331687660833	0.237235684363	0.0991745684441
e	0.118677975812	0.0792332554928	0.403222701976	0.0754864448043	0.04447172635	0.0459982886944	0.192664821454	0.040244754148
t	0.067047565264	0.0420640775309	0.348143687325	0.0374402299348	0.02241395155	0.0756694995648	0.333087473818	0.074133510716
e	0.0358667974147	0.0405300515436	0.350381882442	0.0635122556449	0.0299654976167	0.0821009101883	0.313370678273	0.0842719312387
e	0.0254526751459	0.0395593275145	0.347182264147	0.0908516485483	0.0719299472056	0.0378864760628	0.347895803091	0.0392418547462
t	0.0086689427563	0.0139809763048	0.129463347182	0.0569089640161	0.0658615686685	0.0298120123543	0.378978987697	0.316325211582
r	0.00896225261877	0.0088267719016	0.051736538194	0.031100006172	0.0422678678228	0.0784948554514	0.193519419232	0.585092313861
ò	0.0171505938729	0.0165426726339	0.0908828360647	0.0508081723907	0.120139325941	0.171828888484	0.137421059744	0.395226461287
o	0.0139851310576	0.015556280528	0.100859409688	0.0638766474636	0.148445808647	0.160088837495	0.338593146581	0.158594747096
p	0.0048568546192	0.006202645726	0.042723383896	0.0417081731545	0.072108631349	0.159338257165	0.573885482194	0.0991765803653
ò	0.00406719837307	0.00554291880867	0.0201021478653	0.0191072942848	0.029921990583	0.175206550722	0.675867010731	0.0701848807884
s	0.0121683734577	0.0104625222696	0.0143727418551	0.0175895319949	0.0241430475277	0.119446621907	0.76986749691	0.0319496652628
s	0.0244376528192	0.0147707157565	0.033044996285	0.0392058719983	0.0828677148426	0.218009240636	0.533742634303	0.0539212060876
a	0.0202639947731	0.0105766705522	0.0353883144283	0.0470610329994	0.113684464948	0.250573293545	0.431049856768	0.0914024040292
t	0.00705639208837	0.00426491645073	0.0342660471428	0.0292016423331	0.059668764916	0.295773147848	0.452020682256	0.117748414676
è	0.00438458979346	0.00464639911691	0.0348924877143	0.0234938607777	0.0411817042387	0.373376829283	0.391310330752	0.126713774892
l	0.0189011663645	0.0177071213723	0.0238065599048	0.0247272565926	0.0418164147462	0.294263856428	0.495190636917	0.0835869761307
o	0.0229363588882	0.0203375743574	0.0353163806349	0.0387004675309	0.0748304755821	0.224444032143	0.451449995639	0.13198472321
</S>	0.0132986145941	0.0119575980287	0.0463519983175	0.0557010437655	0.117807787791	0.183754466071	0.35591677282	0.215211711605
