 	li	vestono	i	genitori	</S>
t	0.4275334622	0.0414284815	0.4898148347	0.0287808755	0.01244233315
u	0.417719795533	0.0418665448333	0.5221973849	0.0117589489867	0.00645732048333
s	0.413521117744	0.0407888256111	0.442287101633	0.00455947301557	0.0988434668278
i	0.226477551815	0.0822003358704	0.559175667211	0.00204080986186	0.130105616943
n	0.163967269698	0.0949243645901	0.452942422404	0.00168853907729	0.286477383648
d	0.096699052326	0.0371239284967	0.494929620801	0.00502944882576	0.366217929549
ì	0.188742847442	0.0865888238322	0.5681277336	0.00533468231859	0.151205953466
n	0.187259293481	0.139035274611	0.403445314533	0.218344305483	0.0519158653053
n	0.0759154761603	0.088721305537	0.519754128178	0.296303014494	0.0193060788351
o	0.0708456860534	0.0826679625123	0.724666942726	0.109165756831	0.0126536754784
n	0.0655048465778	0.0791756694308	0.494544910909	0.339816974944	0.0209576371595
e	0.0382796224193	0.132336948404	0.373734333636	0.419002609981	0.0366465023865
i	0.0291815427051	0.153515645468	0.437948577879	0.22027865166	0.159075569795
g	0.0101614894004	0.055106611356	0.278326940293	0.453022713887	0.203382229932
e	0.0273100420668	0.105477580652	0.207448727764	0.514123097962	0.145640589977
n	0.0326192243779	0.121917066637	0.179309654921	0.521898559321	0.144255535326
i	0.019101127815	0.0991389586323	0.16629297064	0.515364779774	0.200102157109
t	0.0147364195483	0.0915733113708	0.161286814747	0.489751003258	0.242652445703
ò	0.0134486331261	0.0619637622836	0.199213212782	0.475913117753	0.249461288568
r	0.0228379987087	0.0553399200945	0.211848879694	0.516109139251	0.193864052523
i	0.0194015951362	0.0284041176982	0.099963161998	0.54767927975	0.304551820508
</S>	0.0124247729181	0.0241867113491	0.092989405999	0.367195089875	0.503204010254
