 	ha	che	sono	usciti	</S>
è	0.4168740285	0.17735051935	0.3016449045	0.0028211969	0.101309365055
n	0.15377837133	0.258106933117	0.479978088167	0.0743289719667	0.0338076475873
a	0.05267709014	0.357319531039	0.480089782722	0.0986323379889	0.0112812946247
g	0.0196432274467	0.315808614013	0.303086132474	0.354899409996	0.0065626681048
u	0.0100616486822	0.201325328338	0.325795862391	0.456357031332	0.0064601623016
ì	0.0062847434874	0.163793486113	0.637259120797	0.179319596111	0.0133430740339
k	0.0079607917558	0.068907527371	0.525617441599	0.335497223037	0.062017058678
a	0.0208399362519	0.0775410177903	0.347804671866	0.458854441012	0.0949599728927
n	0.024846176084	0.0759881263634	0.284234760289	0.398518393671	0.216412570964
e	0.0202221533613	0.0376058302211	0.133391178096	0.40834667789	0.400434186988
</S>	0.0198020326806	0.0333115666106	0.120522606548	0.371184988945	0.455178823494
