 	io	non	ho	niente	da	mangiare	</S>
e	0.438369164	0.0342805015	0.01263504925	0.391429797	0.1044758535	0.00124878635	0.01756078765
v	0.167394950667	0.0351043605	0.0229271785833	0.402924864	0.1473443345	0.17352529565	0.0507789699833
ò	0.092259058889	0.151787687833	0.0920567715278	0.152318459067	0.202802824833	0.23904988855	0.0697252989944
e	0.0697168082963	0.185299967611	0.110763079509	0.232067559089	0.281503408278	0.08939125525	0.0312579066248
n	0.0436146355721	0.0724980016703	0.047519671903	0.25761199769	0.209967291093	0.334890310817	0.0338980835016
è	0.023632195664	0.255091241357	0.093812603701	0.0861299621	0.090378397031	0.416077883106	0.0348777072872
c	0.0191029506547	0.320855985119	0.121506509567	0.07351450891	0.0752004660103	0.376194083869	0.0136254714157
h	0.0882300413182	0.188669126373	0.217606534856	0.0697220071033	0.0654000146701	0.363963512056	0.0064087675419
o	0.130664340439	0.204370932124	0.413019304952	0.0374039031678	0.0743602522234	0.136794754785	0.00338654165063
t	0.0654004872797	0.134349813375	0.315824820217	0.0263807906393	0.0688740067411	0.376439628262	0.0127304421502
ì	0.0262757018932	0.0858018917917	0.261910435306	0.00982093779643	0.11446808158	0.485122899421	0.0166000512834
p	0.114298769631	0.0774487129306	0.280891955102	0.163134343932	0.143602951527	0.210769381474	0.0098539003278
o	0.158722796544	0.10104092531	0.297974718367	0.218773291311	0.116187538176	0.0980337468247	0.0092669564426
t	0.0727429736813	0.101071249203	0.265522860056	0.0788512845703	0.0940793190587	0.327105930275	0.0606263791475
i	0.0327815860604	0.0632027371677	0.132467833952	0.0398712856568	0.258910182686	0.390912359092	0.0818540727158
n	0.0191910510535	0.0500181507892	0.0874604377273	0.0264264145523	0.312033561795	0.291586698697	0.213283767239
a	0.0141732293845	0.0376784399964	0.0512733389858	0.0320963008508	0.321724454832	0.264581839566	0.27847243908
f	0.0127667520282	0.0336964583988	0.0394540647619	0.0376735326169	0.327919292444	0.219629869855	0.328860043027
à	0.00511449539607	0.0120221650529	0.014182072954	0.0352879942056	0.245274881648	0.353052023285	0.335066372009
o	0.00203049129002	0.00437372205763	0.00559289198467	0.0414704990685	0.271427557216	0.480397274428	0.194707568336
</S>	0.00106355615201	0.00241313380881	0.00318010809233	0.0370697595342	0.223192358608	0.538948687214	0.194132414168
