 	il	ladro	poteva	entrare	da	qui	</S>
o	0.3541111535	0.539104325	0.0352065256	0.028110734094	0.02861571305	0.00373959945	0.011111843008
l	0.1469226915	0.516580795	0.0374936709333	0.0354892304273	0.252288868717	0.00398877625	0.007235830008
à	0.137562161833	0.223501396333	0.245684695644	0.0385073559758	0.329150029906	0.0120060141833	0.013588275336
d	0.190520767278	0.290541110111	0.291214805348	0.0151662918253	0.150029488302	0.0502191287278	0.0123084393787
r	0.265833425759	0.389643570037	0.136606641916	0.0259347519418	0.123497250767	0.0538341902559	0.0046501989929
o	0.229085265253	0.276355236679	0.368888680639	0.0283413323139	0.077250268379	0.0180628447153	0.0020163784543
ì	0.106075285084	0.13592779456	0.648822193546	0.041673826438	0.037771927583	0.0151850495218	0.0145439490081
s	0.0522158388613	0.0834906138533	0.465377954182	0.055346308146	0.272853795861	0.0503296388406	0.0203858544027
o	0.0281962751204	0.136855391284	0.376271131061	0.0492895687153	0.34753131362	0.0533382067469	0.0085180808229
z	0.0313113127068	0.140368280428	0.338071264767	0.0398637693384	0.403916636207	0.0417712143823	0.0046974670963
e	0.0259751319023	0.0643026431427	0.377477199336	0.0604334562128	0.427182916402	0.0403111617941	0.00431744349877
è	0.0113447316008	0.0269048090809	0.395008925445	0.0826255720709	0.169381701467	0.186364364265	0.128369876766
m	0.0050739688336	0.019147910727	0.136409301438	0.0454483722403	0.280267442156	0.343676604755	0.169976389255
b	0.0195113666112	0.0269981462423	0.0501832981027	0.17414829563	0.444898697385	0.226308874252	0.0579513036583
i	0.0305197202037	0.0237423490808	0.0609445897009	0.43811599521	0.343119405795	0.076577660684	0.0269802531261
a	0.0174079895096	0.0120036152203	0.0600313093536	0.370416185237	0.190591063598	0.304614793495	0.044935014042
p	0.00586901784487	0.0045160812001	0.0200997949779	0.126812855779	0.143488352866	0.655336421165	0.043877472214
ò	0.00208195409162	0.00203732807003	0.00678810706597	0.0446322862597	0.106686531855	0.806584953722	0.031188846938
t	0.00101900816054	0.00117257732668	0.00244501797532	0.0185593540199	0.0550501058517	0.888768301241	0.0329856229793
t	0.0381410212735	0.00816029567556	0.00208305404511	0.135685169473	0.165918859617	0.629458623747	0.0205529563264
u	0.0503671882845	0.0101579199385	0.00871417011504	0.197209723158	0.235271733206	0.268001927916	0.230277333442
</S>	0.0253505339323	0.00526316903925	0.0146342800575	0.134609461579	0.192002086603	0.182402833958	0.445737646721
