 	lo	ho	finito	di	fare	</S>
t	0.394889759	0.4997204165	0.0327437105	0.02693603525	0.00875458414	0.03695556615
o	0.329220482333	0.594780872167	0.0402094325	0.0131878489167	0.00881458116	0.01378682175
s	0.300617432258	0.318298398056	0.0473827891667	0.0124231949722	0.3028726085	0.01840556785
p	0.161775012233	0.167277860019	0.0573186300556	0.0202311449907	0.5711933695	0.0222039712833
ì	0.141648580744	0.30301527334	0.164199768685	0.0198695294969	0.36105135668	0.0102154870344
c	0.0761902405813	0.505960224447	0.171722963562	0.010720965999	0.229691172407	0.0057144472848
c	0.10046436386	0.437109564816	0.254291435187	0.017127765333	0.186772306936	0.00423459981493
e	0.151954427953	0.369398144939	0.368677185062	0.0398429407777	0.0663000757787	0.00382725632498
t	0.0996249749843	0.421062731646	0.233215299021	0.0376021192592	0.189158602593	0.0193363021083
s	0.0380738119948	0.292442863882	0.23247559034	0.0253741987531	0.387173934198	0.0244596386028
a	0.0158903039983	0.134279612627	0.252133650113	0.175118969584	0.396961368066	0.0256161351009
a	0.00685919631943	0.0621382556757	0.128038605371	0.493438303195	0.278952276022	0.0305734030336
t	0.00259005508981	0.0231982785586	0.048214394307	0.445354511315	0.366031602007	0.114611179011
s	0.00256499275994	0.0124497487195	0.034958182619	0.175447054022	0.601410694002	0.17316934967
è	0.00259539405998	0.00822841143983	0.0342405125397	0.152112658007	0.690278394667	0.11254466789
k	0.01936010076	0.0550738263466	0.0218691138466	0.129574639336	0.490598601556	0.28352376063
à	0.0250083460867	0.0704842708022	0.0152501359489	0.0643744304453	0.497497540519	0.327385316877
m	0.159710373862	0.0951002722874	0.0655859046496	0.0655197741484	0.48455470294	0.129528952959
i	0.205628805621	0.108186559096	0.0901271788832	0.0939128313828	0.308052430413	0.194092144986
</S>	0.10453802431	0.061795972048	0.0587690154416	0.102838325691	0.372882655206	0.299175972493
