 	vuole	andare	a	Lecce	</S>
i	0.42081381905	0.37459137867	0.081831686	0.0519507795	0.070812339725
t	0.142360692883	0.446460769557	0.333063825333	0.0479171733767	0.0301975113917
è	0.166348434794	0.430710613186	0.369430607111	0.0168216218689	0.0166886990106
l	0.292945918265	0.487318404395	0.18852975437	0.024962025823	0.0062439123502
i	0.456862086088	0.386206754798	0.127272163123	0.0269302854177	0.0027287005834
n	0.391936984696	0.335716084933	0.257731669374	0.00919579940257	0.0054194565278
a	0.282687057565	0.385479808311	0.322300589791	0.00328069872419	0.00625187117593
p	0.250231079522	0.30107933277	0.41505931993	0.0289374577114	0.00469283922531
à	0.0942327788407	0.37335342759	0.45035697331	0.0671479292371	0.0149089132418
i	0.0385448624469	0.384421411863	0.186365087103	0.366975549746	0.0236931107473
L	0.0134524863506	0.433884006621	0.099087033701	0.437891198849	0.0156852559008
u	0.0126339814852	0.566947448874	0.255071996567	0.14943820155	0.0159083172853
p	0.0125946039084	0.309989529825	0.292534174856	0.35713198685	0.0277496704284
p	0.0210431650495	0.141143480142	0.135905414285	0.67322412895	0.0286838088095
ì	0.0407132750165	0.197200353381	0.137702858095	0.487292692983	0.137090824937
u	0.0307371407955	0.179737287447	0.118397499698	0.483725880994	0.187402181646
n	0.0127553147218	0.148979222136	0.0866646968993	0.553744526998	0.197856240549
a	0.00802707870727	0.154243689379	0.1218314823	0.280654898999	0.435242850183
</S>	0.00598898955363	0.100869197689	0.13409671615	0.157822384499	0.601222705091
