 	il	morto	si	piange	</S>
o	0.5045775935	0.26706985658	0.2169054677	0.000460550485	0.010986522825
a	0.3297118535	0.418407285527	0.246248239233	0.000757216978333	0.00487544799167
p	0.296868936167	0.496574661842	0.151798526411	0.0142769566928	0.0404809641639
e	0.188143307056	0.631275170614	0.108292988804	0.0194114818643	0.0528770487213
t	0.115764665685	0.480857805871	0.060817992268	0.180839463588	0.161720056907
a	0.0942020185617	0.431438867624	0.0418545554227	0.234829876729	0.197674674869
m	0.0985136628539	0.445173121208	0.0639909351409	0.082799126443	0.309523160856
m	0.0493851172846	0.433180272403	0.061658240047	0.106013144148	0.349763248952
è	0.0278351020949	0.481217724134	0.253279103682	0.116879017716	0.120789047134
n	0.229378744032	0.320686944711	0.340110537894	0.0488735122387	0.0609502611947
o	0.352258564677	0.330468374904	0.206982825965	0.0614149407462	0.0488753070649
i	0.179748985534	0.270867321635	0.339554385322	0.158059240249	0.0517700756883
k	0.115707149153	0.108111290545	0.347628635107	0.162641810083	0.265911125229
l	0.0947461116843	0.068621593515	0.148792489036	0.347249360028	0.34059045841
è	0.0347147268614	0.0455915021717	0.067146707012	0.707737263343	0.14480985007
e	0.0152055330871	0.0229710680572	0.333535775671	0.554297706781	0.0739899439567
t	0.00598623323903	0.0142406364524	0.40821748453	0.37896363126	0.192591977986
e	0.00498061048968	0.0103029505841	0.153857072483	0.462823387087	0.368035952662
</S>	0.00693409074484	0.010875386792	0.103511313742	0.452886793544	0.425792416331
