 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.064572709	0.0379755355	0.1468638325	0.51767485	0.084505083	0.021663278979	0.126744684804
n	0.0279304419467	0.0861859921667	0.329842914167	0.473878303333	0.0326455579767	0.00722394451937	0.0422928152705
a	0.0157198215956	0.165319360722	0.473773814722	0.317667857778	0.0109695847822	0.00240823389694	0.0141413091672
a	0.0127047548652	0.145352702574	0.446404241574	0.385758472593	0.00404207407407	0.000806091258597	0.0049316696494
f	0.00977319662173	0.0863782921913	0.351895460525	0.537441090864	0.00373034619136	0.00707248352903	0.00370914086647
o	0.223186129541	0.0927515297304	0.228108550175	0.414570708955	0.0262342482305	0.011680559943	0.00346823928882
r	0.29306241918	0.0889522079101	0.135631090058	0.249440381652	0.0573276394102	0.0109226327477	0.164663590763
à	0.104593258727	0.04303987047	0.0741544523527	0.179880144851	0.369874529803	0.0101570441159	0.218300720654
s	0.0431480085757	0.0848155433233	0.0952325331176	0.24736699925	0.449406059101	0.00605109133863	0.0739797883513
o	0.106376248859	0.263133877774	0.155837217706	0.287444301083	0.157768463534	0.00305642857954	0.0263835024504
t	0.13083272062	0.282472723925	0.145686009235	0.239430141694	0.101217579178	0.0267491182265	0.0736117694168
o	0.0546342442067	0.279941019308	0.198462066412	0.268153293898	0.0758206103593	0.0342841618255	0.0887046283323
t	0.0278893900689	0.252830819769	0.180982500137	0.164383833299	0.0504762057531	0.101451818358	0.221985424637
s	0.0187500843563	0.144279633256	0.130304224712	0.235815796433	0.0442519019177	0.128171427453	0.298426928212
o	0.0163238584521	0.110550029419	0.113269856904	0.256058830478	0.0978259789726	0.123627747151	0.282343699404
m	0.0583634278174	0.169673061473	0.134204467635	0.139070235159	0.126173836324	0.122662852717	0.249852121468
ì	0.0653299180591	0.184163433091	0.138225243212	0.10064219072	0.0898393054413	0.313512647906	0.108287272156
p	0.0317954181397	0.062882964097	0.048798460404	0.0491835015733	0.0758041058138	0.563044982635	0.168490587385
à	0.0206045893132	0.022007073259	0.0177078384347	0.0231617993044	0.0420556339379	0.686490384212	0.187972669128
s	0.0094062566044	0.026277361513	0.0487126991116	0.174059129548	0.0700651159793	0.581733628071	0.089745743376
s	0.0178508424348	0.0300437338377	0.0621596607039	0.242197075516	0.0991659086598	0.415369086024	0.133213648125
i	0.0185271854116	0.0124143725492	0.0239300100113	0.098985629672	0.0635155352199	0.521406495341	0.261220769375
n	0.0882855230705	0.0603952144531	0.0219744621138	0.0365987840573	0.149905807407	0.391826485114	0.251013736458
i	0.111816552024	0.077096899151	0.0216917727046	0.0163380759524	0.181998286469	0.191279948371	0.399778458819
m	0.110378978341	0.252976570717	0.0280052095682	0.00797302591747	0.078843308823	0.114113635924	0.407709241873
è	0.10948226008	0.311000996972	0.0299169773027	0.00596937547249	0.0421926022743	0.304315998441	0.197121786224
r	0.0475201929933	0.108224401391	0.0232813612142	0.0411346373242	0.139249704091	0.50543699948	0.135152701075
a	0.0274081713311	0.0405157246637	0.0208634828901	0.0514048166447	0.172747709697	0.413643766493	0.273416322692
</S>	0.0147705976656	0.0202944551318	0.010461573173	0.0257809746273	0.0973373673485	0.366034333247	0.465320711346
