 	il	dito	si	gonfiò	</S>
o	0.499160945	0.077219105	0.1118245	0.2942031265	0.01759235815
d	0.279946578333	0.068915406	0.316067433333	0.318822696833	0.0162478988167
à	0.170815396111	0.287052596333	0.362244037778	0.149930398944	0.0299575789389
t	0.0720222522703	0.343241950111	0.188391202593	0.369279144981	0.0270654299796
t	0.26574955099	0.123981480704	0.166644077531	0.42949655966	0.0141282837599
i	0.50654040033	0.0929205629013	0.238764205844	0.151024109887	0.01075070302
l	0.34921227091	0.0848084856338	0.422087648615	0.125420475296	0.0184711136733
o	0.163042771103	0.0789152445446	0.615370762872	0.119820504099	0.0228506725578
è	0.0989275111543	0.112648289515	0.475630738957	0.285152620366	0.0276407921859
p	0.0332893171381	0.0845901989717	0.245514250986	0.586616606789	0.0499896163953
r	0.162019578346	0.0521746554572	0.255883030329	0.469781285596	0.0601414534651
i	0.211094137115	0.0622815334857	0.37301647011	0.264792818532	0.0888150478217
m	0.0916480953717	0.132139769495	0.430751206703	0.255095492844	0.0903654506072
m	0.180037473791	0.170990286498	0.372719278901	0.230741334281	0.0455116175357
è	0.198669497264	0.183010535499	0.2787364763	0.28647733476	0.0531061485119
n	0.122300138421	0.308955981833	0.206504605433	0.306391751587	0.0558475318373
o	0.0951211069737	0.274029048944	0.158733671811	0.210808325529	0.261307869612
</S>	0.0509817697369	0.154539686972	0.143110655906	0.165878115264	0.485489804806
