 	da	da	un	famoso	poeta	</S>
p	0.569481975	0.160689805	0.0726750382	0.1440023065	0.027702169	0.0254487396275
u	0.421607185	0.345911588333	0.118224862733	0.0943139098333	0.0112536702	0.0086888118175
s	0.207126919	0.344309382778	0.136780807578	0.243109459944	0.0157443376	0.0529290747958
s	0.0811847496667	0.259863590926	0.256652495859	0.316184326648	0.0171467062533	0.0689680685986
è	0.0462660282222	0.327322850309	0.41853157862	0.177575214883	0.00582216642877	0.0244821217332
n	0.0610384384074	0.322091780103	0.357111326207	0.0991465322943	0.149863513767	0.0107484222114
a	0.0798785361358	0.370769680034	0.243671875402	0.101369102098	0.198055514389	0.00625532837047
f	0.0724009303786	0.311142192811	0.162535804134	0.0846793390327	0.366526034596	0.00271570099016
a	0.0580997564595	0.134983843737	0.099335570378	0.280349954678	0.423342284999	0.00388854606339
m	0.0382027814865	0.0755140150457	0.0765403124927	0.343821765559	0.459783868466	0.00613723122113
ò	0.0190099376288	0.0276211591152	0.217924403198	0.215440179186	0.505066076155	0.0149382775404
s	0.0689719050096	0.0220031800051	0.276073110399	0.219861619729	0.381395062052	0.0316951625135
o	0.0901875516699	0.0380500190017	0.139974094133	0.38335993991	0.308866649351	0.0395617635045
p	0.0397775005566	0.0323279821339	0.083153171391	0.388388108303	0.427344995117	0.0290082455015
o	0.0223683265189	0.0174983215113	0.0510283708103	0.363705881101	0.480621334039	0.0647777301672
è	0.0122546068363	0.0116661554504	0.0991414552701	0.356652165034	0.397920237013	0.122365336722
t	0.0067925039421	0.0071744370968	0.0941672912234	0.134056333011	0.600004469004	0.157804972241
a	0.00821182814737	0.0110240540323	0.0422200782078	0.20648367767	0.524680876335	0.207379527414
</S>	0.00898779432368	0.0135745580161	0.0341125166039	0.329730278835	0.380197468167	0.233397428707
