 	mio	padre	ha	lavorato	sempre	</S>
o	0.32172937275	0.06634326025	0.1165273583	0.159792923	0.299121184	0.0364858735
c	0.27429671275	0.14178086675	0.138335209433	0.107389829667	0.321283468	0.0169139162333
i	0.31247502425	0.155025283917	0.226625866478	0.142135783222	0.156477026	0.00726098624443
ù	0.26481062475	0.293413679639	0.239974312493	0.120702220074	0.0764630819333	0.00463600428148
r	0.207354285917	0.37280790988	0.272875247831	0.074353927358	0.0619508219111	0.0106577641938
i	0.189674496306	0.323241086627	0.36295950261	0.0556452826193	0.0565366748837	0.0119429490313
m	0.201728152102	0.251806302542	0.215360810203	0.110848089373	0.212993277875	0.0072633729771
m	0.191674890701	0.226941354514	0.174109189401	0.136449477124	0.265201876072	0.00562325906903
u	0.183284081567	0.319899971505	0.3512323398	0.054484767608	0.088828392624	0.00227052473301
è	0.0873884320557	0.228434960502	0.3221928536	0.254154983769	0.103503661361	0.00432517587767
p	0.0588875308852	0.149295370167	0.179441391533	0.322434035823	0.250193070454	0.0397486316259
o	0.0673122902951	0.185596420056	0.341781383844	0.126120148841	0.229769004485	0.0494207691753
l	0.122347200098	0.164502790019	0.346375557948	0.103511821947	0.197325452495	0.0659372116918
e	0.142212930033	0.157212776673	0.313266379316	0.122908353982	0.188433644498	0.0759659205639
m	0.121410836678	0.142955303558	0.296264810772	0.112551997994	0.259226998499	0.0675900368546
i	0.111794210893	0.134715639186	0.241288764591	0.140757172665	0.292778006166	0.0786661906182
m	0.081631555631	0.130109751062	0.221893573197	0.127400621888	0.348403428722	0.0905610618727
m	0.227902478544	0.157255405021	0.101671068066	0.0827276549627	0.353352568707	0.0770908469576
è	0.249866315615	0.157923575674	0.0612611046887	0.118383421654	0.360937282036	0.0516282986525
n	0.242153981305	0.0992742058913	0.0390478835629	0.139868663885	0.429724757345	0.0499305208842
a	0.269954870435	0.17074710863	0.075175596521	0.133226471295	0.230027604448	0.120868398295
p	0.187902733478	0.174041182877	0.0857819548403	0.0870349837317	0.286783390149	0.178455792765
à	0.130100802846	0.0813800431923	0.0368330027801	0.0345685058772	0.59389063005	0.123227057588
n	0.0692992159687	0.0572803712974	0.0265060180934	0.0214275426257	0.715448476683	0.110038389196
t	0.216423275323	0.0843404217658	0.0272641350311	0.0870725568752	0.498092465561	0.0868071252987
a	0.242294078541	0.0733034969219	0.0185317160104	0.118770093625	0.29871671852	0.248383894
</S>	0.125038899421	0.0507858929609	0.0165719290052	0.0814195038125	0.27602219426	0.450161597
