 	non	deve	magniare	la	sera	</S>
e	0.44804588415	0.407457429	0.07118764876	0.049978854	0.002847964	0.020482283975
n	0.150392029383	0.402221718667	0.108430179587	0.0436799413333	0.2790853468	0.0161908546417
è	0.0523948904943	0.170588238556	0.347005586529	0.0454313924444	0.369845823243	0.0147341538819
n	0.0194265076648	0.097770714852	0.628539642176	0.0549894421481	0.194283085391	0.00499069752863
a	0.00908053325493	0.291548370284	0.500674050725	0.0613362220494	0.135618731526	0.00174216363264
f	0.019641093085	0.349064555595	0.233768700242	0.0593973246831	0.336156226904	0.00197216896731
à	0.042432547695	0.134429406698	0.379919193414	0.0366602718944	0.404283172768	0.0022754643891
i	0.0538927758983	0.070987433566	0.425417241138	0.284452640298	0.156282509723	0.0089674313297
t	0.0371891513994	0.0338717430553	0.158378354713	0.362472360099	0.379420478241	0.0286679551099
o	0.0215019118998	0.0417089508851	0.0692370682377	0.403228233366	0.43646745808	0.02785642037
v	0.0156557681666	0.043625612195	0.0359617621459	0.415507494242	0.47454965136	0.0146997121233
r	0.00685634165553	0.0150572685483	0.015776725782	0.138921415467	0.800773720453	0.0226144987078
à	0.0180804539518	0.0197003387661	0.0809658899273	0.0794692344223	0.732636590151	0.0691474642359
i	0.0236598336506	0.022004612822	0.103288985642	0.0997726548074	0.646539976717	0.104733918079
</S>	0.0159899203253	0.012427341261	0.056467981321	0.110481649904	0.702798508358	0.101834599039
