 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.071056433	0.436928261	0.0125343735	0.0833546088	0.283203776445	0.069534639375	0.0244488458	0.008539855315	0.01039921705
a	0.148661001	0.597709113667	0.0360000765	0.0732571854667	0.095208372445	0.023345878075	0.0111201571333	0.008617862985	0.00608036088333
p	0.223485120333	0.451860374556	0.0773391501667	0.0798681541556	0.0426559404817	0.008666921225	0.0267760897111	0.0717489845417	0.0175992811278
e	0.164094398778	0.507674511519	0.107409233389	0.0493550470519	0.0247108548606	0.003649510025	0.029772096257	0.0927114912372	0.0206228701426
d	0.0949492415927	0.46768298384	0.0884848777963	0.0309208263506	0.0230258169869	0.00343924825833	0.130169736772	0.119203356802	0.0421239324809
ì	0.0709587738642	0.312994967947	0.233507605932	0.0169363651169	0.0224089239156	0.00336158161144	0.163673891964	0.127987471466	0.0481704167403
a	0.0609111146214	0.326477472649	0.316208918644	0.142468554039	0.0228098585585	0.00499887426248	0.0607532273613	0.048958585354	0.0164133885934
m	0.117901678207	0.24111966555	0.176411636215	0.207726286013	0.0285456545195	0.00599984222083	0.100132489454	0.114104404118	0.00805835656447
i	0.141181696069	0.195454386517	0.192647412072	0.201611863338	0.0207226551732	0.00258101380694	0.109979547485	0.130019451906	0.00580197922149
n	0.0910326766897	0.169627907506	0.181331062691	0.187639776113	0.0332354670577	0.00237865043565	0.163052940162	0.103452727835	0.0682487748405
c	0.11080661023	0.0978927111687	0.134541272897	0.122592420371	0.0687101556859	0.00270025147855	0.275802836721	0.0964531751783	0.0905005318468
i	0.184968820077	0.0894663450562	0.275219374299	0.12721556679	0.0614290962286	0.00144193681618	0.191959218674	0.0352982481928	0.0330013623823
à	0.146963825359	0.0986187630187	0.4977733881	0.0986704062633	0.0296797237429	0.00513950649539	0.0930583893247	0.0173077012976	0.0127882982608
e	0.0567461691197	0.0889997376729	0.500376099367	0.184848579421	0.0323459929143	0.00936402816513	0.0771330284416	0.0438744850992	0.0063118941536
n	0.0241770122399	0.0586671915576	0.262276457456	0.201749023474	0.0358184176381	0.00794883958838	0.192466914814	0.0653162283664	0.151579906851
i	0.0112409656133	0.0238816231859	0.109380801152	0.312061854825	0.0803046282127	0.00490994659613	0.219676168271	0.0391450457721	0.19939893096
n	0.0058123432711	0.0116933898953	0.057489087584	0.345621984242	0.0868996697376	0.00279663513204	0.138329342757	0.047650009574	0.303707508997
d	0.0343801248237	0.0072679236651	0.0243418430613	0.117128567881	0.0375325525792	0.00252401871068	0.312868684252	0.061043685858	0.402912576332
ì	0.0463102649412	0.0076880234217	0.0766631053538	0.077673093127	0.13481651986	0.0456581638369	0.375672374751	0.0344226209527	0.201095810211
n	0.0376255399804	0.0109973448072	0.104328052451	0.093538397709	0.211192763287	0.077161192279	0.288931914917	0.0913661946509	0.0848585881703
n	0.0878759316601	0.0140584042691	0.065303454817	0.067540855903	0.137140157762	0.048277396093	0.419562338306	0.114169078217	0.0460723627234
u	0.0865611024534	0.011918257423	0.084364414939	0.059108835301	0.164746139254	0.037785655031	0.472715446102	0.0517489840723	0.0310511295745
t	0.0486534127178	0.011371891141	0.0815657679797	0.0503657018603	0.15810071993	0.0297460516077	0.280508923367	0.285017282691	0.0546701951915
t	0.0460553792393	0.010995437047	0.0412092783266	0.0182233035468	0.056466038989	0.0116182381332	0.363280749122	0.378932797564	0.0732187503972
e	0.0270096970464	0.006436212549	0.0295315131089	0.0140273320156	0.0776184184963	0.0320494390444	0.553084716374	0.158368607521	0.101874062132
m	0.0447059579821	0.0125773120497	0.0297504963696	0.0130419972052	0.0812229778321	0.0372660457215	0.393744950125	0.27863919084	0.109051074044
a	0.0506198073274	0.0143493769732	0.0258092836232	0.0221619429351	0.237592747611	0.0384029612805	0.221516264708	0.31037306988	0.0791745580147
n	0.0196427555425	0.00673292728107	0.0141561788077	0.023848988045	0.289443300174	0.0386928178142	0.136608190236	0.35729854956	0.113576306005
i	0.0088681431875	0.00405465530036	0.00657412966923	0.0250562560817	0.345233721028	0.0449062113254	0.0845703087453	0.372022033467	0.108714538002
c	0.0312724406358	0.0327606503068	0.0141763761897	0.0256236751939	0.363813236856	0.0469663089551	0.0742286185818	0.361096521436	0.0500621426673
h	0.0426381885453	0.0424516724756	0.0187305289632	0.015618105898	0.190283082132	0.0363859334984	0.213724975194	0.362650793812	0.0775166682224
ò	0.0181512903203	0.0142997307305	0.00871185005773	0.0117617037487	0.132602146357	0.0383303558328	0.248829203398	0.445481204604	0.0818324504075
t	0.0188706925787	0.0069135046755	0.0114053435226	0.0180950450322	0.0770473477657	0.0360297616109	0.116290039466	0.626797548201	0.0885506878025
t	0.0390099141929	0.0065233555585	0.0162394515075	0.0449737196774	0.157529052589	0.070155587537	0.120464316489	0.4268776094	0.118226989268
o	0.0329875583843	0.0043793945195	0.0108405506692	0.0404824410258	0.157822894196	0.082468961179	0.12718262883	0.263483296467	0.280352259756
</S>	0.0166198796721	0.00238469060975	0.0076019750846	0.0213027372129	0.088103862098	0.0693050355895	0.115690184415	0.225294818234	0.453696799878
