 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.722448265	0.070969565	0.09322404921	0.0167027761	0.0582768975	0.02067468	0.01770379565
i	0.781172048333	0.113670595	0.0360177398767	0.00977870276667	0.0312742208333	0.0199079703333	0.00817875048333
k	0.554908996111	0.146492421667	0.0262590362922	0.0673694339222	0.0361794212778	0.139424793778	0.0293659116611
à	0.264631374037	0.340753363889	0.0209093894307	0.0856901801407	0.0328504854593	0.192770428593	0.0623947652204
n	0.115884540679	0.37979226983	0.0100160811102	0.0316837313136	0.0388642771864	0.371783776864	0.0519753090735
n	0.24518716756	0.171763885143	0.0646758766701	0.0207067468712	0.0475089170621	0.421261365955	0.0288960473578
i	0.427617539187	0.209068728381	0.0941288455567	0.0203721362904	0.0409186696874	0.160891291652	0.0470027841193
e	0.290199390396	0.20651304746	0.0464628098522	0.0369649087635	0.0518033972291	0.313241856551	0.0548145387064
A	0.101598852299	0.27061721382	0.0578254646174	0.111798989588	0.0512695690764	0.360936985517	0.0459529135688
n	0.0409622922663	0.267508931607	0.0585035709058	0.119312638196	0.0687285863588	0.409334198506	0.0356498098563
n	0.0669913474221	0.138076564202	0.0442541863353	0.165385267732	0.135253985453	0.429598778169	0.0204398692854
a	0.0812332038074	0.117520861401	0.142041992112	0.191570549244	0.207098421818	0.229967758056	0.0305672097618
o	0.0364650828691	0.071061178467	0.157704501371	0.143770133081	0.197370411939	0.353789872685	0.0398388259206
s	0.0123895707247	0.0293820819923	0.0599483211437	0.10907451836	0.149054758646	0.562955074228	0.0771956619735
à	0.0042463478999	0.0111356585008	0.0565820770679	0.04703976612	0.238153296215	0.484267031409	0.158575793991
m	0.00645476078997	0.00514710108693	0.0554303098426	0.0259556560233	0.290888715405	0.47877717047	0.13734629633
b	0.0326302935967	0.018826577949	0.121971024101	0.153670926658	0.203684460468	0.419524480157	0.0496922604433
a	0.0392966855322	0.0261108626497	0.198592258034	0.393617218886	0.131304795489	0.154643600052	0.0564345534811
p	0.120497042844	0.0136175503499	0.12069121728	0.332456591295	0.212797858496	0.140670560017	0.0592691416604
o	0.145391986148	0.00711256244997	0.076662688362	0.129539249765	0.324219992832	0.173481906672	0.143591604387
r	0.049915944416	0.00292871320666	0.0619506302195	0.0583483109683	0.260024234277	0.342075898891	0.224756291462
n	0.0274352866387	0.00468115792555	0.0253550878386	0.0348267070361	0.312231548092	0.430022472964	0.165447748821
ò	0.0192249540816	0.00525813996185	0.0137004115462	0.0289307391454	0.295978578031	0.458111084321	0.178796081274
</S>	0.0096309978438	0.00266055396093	0.0076677716731	0.0174559597727	0.165261832015	0.577542172161	0.219780710637
