 	io	non	ho	cosa	da	mangiare	</S>
e	0.3902989075	0.030702294	0.01312061185	0.4895099465	0.0349799445	0.00067059962	0.0407177044595
v	0.144073270833	0.0291148433333	0.01427484885	0.502180022167	0.0416794678333	0.225367864087	0.0433097111262
ò	0.0792992402777	0.192238113111	0.134532763617	0.194764054722	0.0501686169444	0.301728172796	0.0472690417087
e	0.0970063534259	0.261199357704	0.186001141872	0.267405682241	0.0660214366481	0.103376161365	0.0189898335429
n	0.0817737706886	0.112691457568	0.0815876774907	0.28829638557	0.0667879345494	0.347215386122	0.0216473344876
è	0.0375376964429	0.248743504189	0.126863605364	0.0982646943467	0.0387015771831	0.427407967974	0.0224808818725
c	0.0247173576476	0.298061619063	0.150821879788	0.0782459191156	0.045270893061	0.392272675258	0.0106095943342
h	0.0827480480492	0.184618074021	0.155277301263	0.0861258263719	0.095938561687	0.388559231086	0.00673293925473
o	0.121076806016	0.21368212134	0.284594910421	0.0704541787906	0.145229773896	0.160692616362	0.00426960509491
t	0.0615662165387	0.144036254747	0.233960820574	0.0492793494969	0.103512299499	0.394958652121	0.0126864082316
i	0.0245470887129	0.0883838158823	0.162182717291	0.026868376399	0.220501878033	0.460980827374	0.0165352790772
è	0.0120784422376	0.0702875715274	0.141079282764	0.019977492233	0.301480626011	0.437211685791	0.0178848956924
n	0.00498398591253	0.0300676427425	0.0600935492547	0.009130840311	0.158866107337	0.697404515264	0.0394533668975
a	0.00795618980418	0.0370810202475	0.0576754844182	0.0204061019037	0.305278334446	0.524996689755	0.0466061942992
f	0.0144167349347	0.0374371924158	0.0521182271394	0.0339846776346	0.355777110482	0.290123261252	0.216142818766
à	0.0113333250782	0.0164709726053	0.0234038660465	0.0267316358782	0.165137949161	0.479601687084	0.277320561255
o	0.0056741164594	0.00879888200177	0.0142579663488	0.0370911086261	0.175706206387	0.570090835695	0.188380868752
</S>	0.0053639577297	0.00842635850089	0.0136415526744	0.0546128463131	0.222502618193	0.478491727847	0.216960924376
