 	non	ho	dove	d	andare	</S>
e	0.4638847892	0.024727764	0.0102972784	0.4845213605	0.002845010665	0.0137237927
n	0.156496732	0.105513007333	0.0706383505667	0.517640560167	0.103469596688	0.0462417217
è	0.0616099431333	0.424440435778	0.101183350189	0.220156941056	0.135341444746	0.0572679231333
c	0.0291848805111	0.442495919126	0.0468860884963	0.280823841352	0.179720197432	0.0208891207111
h	0.071833266637	0.282517166909	0.120433214599	0.323128413784	0.194602184367	0.00748580256103
o	0.116427455546	0.34602039897	0.291987724866	0.175783927928	0.0671130473457	0.00266748238768
p	0.0726468188487	0.236203122457	0.246046522522	0.351724845976	0.0836599031152	0.00971879077256
u	0.0489830466162	0.137388563619	0.325727721741	0.387840533992	0.0879927767717	0.0120673611242
è	0.0380594039387	0.102798750263	0.37126401858	0.141626883564	0.338325327991	0.00792559857473
n	0.0148704767129	0.0610923524777	0.19592399086	0.090014153088	0.592604255997	0.0454947605249
a	0.037380997571	0.116044687493	0.292860670287	0.124416402696	0.372343637332	0.0569536095083
p	0.0461663725237	0.109943096498	0.274507139596	0.139770060899	0.283471374444	0.146141984503
à	0.0191340551079	0.0397274095993	0.125038290699	0.096578747633	0.539029794815	0.180491722501
o	0.0086380468693	0.0148483454998	0.0798906605663	0.0797643298777	0.624689691605	0.1921689185
</S>	0.00716391728465	0.0086422260499	0.0491402837831	0.104524294939	0.547379115802	0.28315014925
