 	non	sapeva	dove	a	stare	</S>
e	0.4201652593	0.134492579085	0.0401881235	0.306487351	0.058840379	0.039826327978
n	0.142175192267	0.301046479695	0.0521656471667	0.446672443667	0.04451699891	0.0134232213313
ì	0.0483472673223	0.593329583232	0.0382740930556	0.300592773656	0.0148531077247	0.00460315340853
s	0.0166604289308	0.691526861077	0.0697589923519	0.215511023652	0.00500215142623	0.00154054051561
s	0.00616279430027	0.634387597026	0.109725584117	0.247472707884	0.00172781814641	0.00052349254087
e	0.0815745698668	0.675520589009	0.0913213793723	0.150787553295	0.00060885581547	0.000187060979957
r	0.108782055956	0.491904723003	0.0745093711241	0.320782155098	0.00258948104082	0.00143221502532
e	0.116532561319	0.336787044334	0.147450170375	0.393841898366	0.00323923242361	0.00214907484177
p	0.117441403673	0.246585339245	0.152557170792	0.439384759455	0.0429026192179	0.00112867654726
u	0.0618756811243	0.109871780882	0.217972730931	0.535831533152	0.057333231606	0.0171150284491
n	0.0429887998748	0.0649323234273	0.23562888051	0.292445460051	0.304954972402	0.0590495881497
a	0.0228679927916	0.0259558712758	0.145676313703	0.305549655684	0.404077714134	0.0958724673832
s	0.0156318395805	0.0119308602453	0.115471654761	0.300580185995	0.424391041378	0.131994429128
t	0.00696951441017	0.0190115729018	0.0396134023137	0.120842470432	0.667347127126	0.146215918376
a	0.00971731437006	0.0398319889673	0.0832387279712	0.0871217644773	0.482270388375	0.297819824792
s	0.00909285679002	0.0322337280558	0.0967015196211	0.0563052912591	0.424573332125	0.381093281597
ì	0.00354769929667	0.0121281796853	0.0366267388377	0.0214622396864	0.405416576708	0.520818567199
</S>	0.00234071269834	0.00750785474265	0.0248724774189	0.0142136790932	0.211576352354	0.7394889336
