 	deve	che	entra	da	qui	</S>
è	0.320630695	0.2925279075	0.07324769585	0.094470737	0.078934435	0.1401885165
n	0.157624217484	0.2953687325	0.0852339336167	0.374443480333	0.0403913736067	0.0469382421507
g	0.124747728312	0.219894700833	0.0705142008722	0.555605293444	0.0135672326389	0.0156708259642
h	0.258326249437	0.312595366944	0.110180554957	0.309059919815	0.0045876378543	0.0052502498524
i	0.348697889812	0.368236095648	0.153033548319	0.121069928605	0.00677285742943	0.0021896599518
s	0.236837252271	0.335723811883	0.23145666944	0.181852242868	0.0114299591431	0.0027000680506
e	0.0978469550903	0.272354317294	0.282194553147	0.336945820956	0.0081659228477	0.0024924024102
n	0.0527795433634	0.191691169098	0.204876677716	0.411488290319	0.0596188447492	0.0795454541967
a	0.0344427774545	0.110809183033	0.174894319239	0.456481096773	0.116270326583	0.107102327399
m	0.0286181091515	0.0755496573443	0.139510259513	0.586464105591	0.131067093861	0.038790786933
b	0.119460266384	0.0742276254481	0.140977099604	0.509978651864	0.136536459287	0.0188198544443
i	0.196330498795	0.100966780149	0.299012606535	0.297291493955	0.0938988137623	0.0124997436148
a	0.116163545075	0.0657617306863	0.259797617612	0.181684696485	0.363741137254	0.0128512146716
p	0.0415117545017	0.0495451005321	0.179666497971	0.165340953995	0.549035825751	0.0148998373905
ò	0.0166585772639	0.0441383380507	0.152881287657	0.158949075965	0.61171140525	0.0156613182968
t	0.0061443587513	0.0154966586569	0.0543332265523	0.0560578746217	0.850995905083	0.0169720110989
t	0.0370275624838	0.025988232319	0.0534656011841	0.0368960078739	0.834619688361	0.0120029518663
ù	0.0468017971013	0.0287546669397	0.0508186006947	0.0277101823846	0.58905754612	0.256857215455
</S>	0.0234422654607	0.0144255627199	0.0263661907973	0.0139502733323	0.41689254806	0.504923157727
