 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.1974545045	0.21486171	0.15239278175	0.070505047	0.1005680594	0.04890435675	0.0194538439	0.05692027569	0.0240108085	0.114928553775
s	0.312254018167	0.286692343333	0.20552168725	0.0494919586667	0.0350579810333	0.01963630675	0.00882204306667	0.02220261069	0.021929583	0.038391415305
e	0.548448852722	0.250997121111	0.12576420025	0.0182314583539	0.0127047245888	0.00810530282433	0.00432944388279	0.0105448584433	0.00804884018133	0.0128251484803
l	0.536425680907	0.335757887037	0.0768535645833	0.0078483877163	0.00724048347393	0.00559288884911	0.0043723003215	0.0123977060278	0.00493079830844	0.00858021300875
a	0.220490575636	0.624537502346	0.0935532281944	0.00926593353877	0.0166461748246	0.00536647888304	0.00446365752383	0.0130834677359	0.00401403171615	0.00857887186958
n	0.089892003212	0.544607810782	0.109356652731	0.0104172029129	0.0323421602749	0.0213955748943	0.0269473639246	0.0660981683053	0.00302171121872	0.0959213098232
a	0.0695069870707	0.422403790261	0.151720647577	0.0162518005376	0.059351462425	0.0279637536314	0.0345868755982	0.0841584913351	0.00289873610624	0.131157447274
v	0.0679871963569	0.36964618342	0.134016467859	0.0169240956125	0.0559470261417	0.0203399985438	0.0318583508227	0.213820035678	0.00969204246875	0.0797686130913
r	0.198524136119	0.18057506114	0.062206271453	0.0117068303042	0.0454422273806	0.0316216501813	0.0419591369409	0.303464121893	0.0118749698229	0.112625614364
ì	0.254948427373	0.193641267047	0.104178010651	0.0138616541014	0.112950923794	0.0375258067271	0.0301243109803	0.149799515731	0.0043130972943	0.0986570181213
k	0.148553661124	0.221375572349	0.15594567355	0.0294488957005	0.139109154598	0.0516659715757	0.0489909889934	0.084173963677	0.0705929691181	0.0501431917071
o	0.0985562113747	0.15671833745	0.208891834517	0.0445735262335	0.193817318199	0.0569588651919	0.0542192066645	0.061313210959	0.092659182586	0.0322923332357
a	0.0438463054729	0.108336185817	0.413145214839	0.0569268620778	0.2107603594	0.0583457417306	0.0418871568882	0.022017885153	0.031778615942	0.0129556920252
f	0.0183123685056	0.0498626352723	0.37441430628	0.0501372503593	0.101224372133	0.0611121672435	0.0575249366294	0.146275770151	0.073234487514	0.0679017346217
ù	0.0109038245685	0.0330339944241	0.26210139676	0.0568566464531	0.107322203044	0.0894107257478	0.0770630788765	0.188670745384	0.0865747120047	0.0880627035406
r	0.0180978152562	0.0202744074747	0.223386202253	0.0729971654844	0.119910822015	0.148998721916	0.129323132959	0.123441627128	0.0969371168349	0.0466330148469
n	0.160538543085	0.0182966678249	0.0839266690843	0.0425439103048	0.0596243553383	0.124916917305	0.14215587432	0.236613602376	0.100330950445	0.031052511149
