 	sicuramente	stanno	ancora	svegli	</S>
s	0.51918844	0.0124094425	0.0272951535	0.05004888775	0.39105811115
i	0.778852466667	0.0600335998333	0.0124217032667	0.0175944778893	0.131097775717
k	0.560213352222	0.0723356184278	0.307382117522	0.0147814897691	0.0452874110057
u	0.407977427407	0.148810004626	0.409612147174	0.016561817923	0.0170385801019
r	0.338659241736	0.175396410542	0.455939923725	0.0149559293077	0.0150484826006
a	0.325573013179	0.177307162514	0.470624587908	0.0121396035026	0.0143556547669
m	0.324624228393	0.176577440607	0.473687065969	0.0139440732342	0.011167234489
è	0.126920061798	0.374143856638	0.47423101699	0.0149037614114	0.00980131492967
n	0.0887389655993	0.450325542213	0.438261320663	0.0126127684705	0.0100613927432
t	0.257819438533	0.229819080738	0.488787516888	0.0111408912435	0.0124330991144
e	0.314592286178	0.440899453579	0.233840938963	0.0039543014945	0.00671305697147
s	0.141506661059	0.45087939786	0.385804112988	0.00601484382483	0.0157950063905
t	0.161763119353	0.20058493262	0.601220437663	0.00754805197494	0.0288834744635
è	0.167156763451	0.437417564207	0.371863964554	0.00360536471831	0.0199563173212
o	0.0584340952037	0.476800437169	0.341238016851	0.113703220599	0.00982419927373
n	0.0536752754546	0.166482064156	0.450419682284	0.153596832866	0.175826158758
e	0.0555952078182	0.353700344052	0.298092222428	0.0550704802887	0.237541789919
a	0.0222512924114	0.412143780684	0.199250235809	0.265973586763	0.100381131306
n	0.00754711412913	0.139385407248	0.14346938327	0.353378533254	0.356219541435
k	0.0978349208964	0.077421505436	0.0754215524233	0.137725166751	0.611596813812
ò	0.129268317199	0.235743437145	0.0933679508078	0.13984859025	0.401771689604
r	0.0693053359663	0.259394056382	0.213845746936	0.20353377675	0.253921081535
a	0.0509370803221	0.347745079461	0.257150422312	0.13347427655	0.210693113845
a	0.0200561024847	0.375740684504	0.154125589771	0.33772861315	0.112348968615
t	0.0069521812056	0.126365222751	0.0761495435903	0.41822263105	0.372310400205
s	0.00454019906853	0.0561574141503	0.0603302858634	0.15627918035	0.722692933402
ù	0.00347322086834	0.0332387470501	0.0609193752878	0.37304305345	0.529325628467
n	0.00485770213495	0.0133056339167	0.0566914984293	0.538043797817	0.387101383489
n	0.308992797045	0.00673276337223	0.0502006394764	0.278196396139	0.355877414496
i	0.406699384508	0.00453402205741	0.0610122564921	0.356237382246	0.171516988165
t	0.412867070329	0.00476935245247	0.0656170288307	0.381926885082	0.134819722722
i	0.415056855696	0.0265084411508	0.0404119586102	0.137723737694	0.380299047574
</S>	0.207766976228	0.0469642555754	0.0385009078051	0.081920446347	0.624847423787
