 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.49060172425	0.0021616950265	0.0006666681015	0.003148826064	0.00317691534975	0.00024587853	7.56520295e-05	0.247236417	0.25268616595
j	0.473254057583	0.00486228749317	0.00350387076817	0.00275608703067	0.00215484994975	0.00035617071	0.0008579620195	0.253459351	0.258795330983
i	0.779010919194	0.00576816652106	0.00446766568606	0.00280025042022	0.00197314868992	0.000378354215	0.00111863065283	0.0924710662	0.112011812661
n	0.872205239731	0.00566527486369	0.00553849099202	0.00207125041674	0.00226776000331	0.000422453716667	0.00203112889728	0.0354367346	0.074361630887
è	0.591449678264	0.005623775516	0.00589206620734	0.00193181767225	0.0022234578661	0.000530734748889	0.00235564486243	0.0192953442	0.370697410296
k	0.210763714441	0.00187903301744	0.00201725874245	0.000943545389417	0.0007586778932	0.00028597043243	0.000928835724143	0.329122052067	0.453300840432
a	0.157097558147	0.00063981417148	0.00313461137748	0.0205883550618	0.0021620267039	0.00248210508361	0.00101112548138	0.510792644022	0.302091700477
p	0.416127182716	0.000901732405493	0.00367586645916	0.0273784769539	0.00279538138797	0.0032356422112	0.00323757556046	0.287131666007	0.255516501159
u	0.456015138905	0.00101762863183	0.00934486281972	0.027469490918	0.00429685661599	0.0047889839204	0.00520064828682	0.309801710002	0.182064761386
l	0.191655943635	0.00144078767394	0.0111738702899	0.0273626299727	0.00472807265533	0.0052949597788	0.00449031729561	0.414430273334	0.339423177129
i	0.0833233592117	0.00164605142465	0.0065198006133	0.0207518079909	0.00307460046844	0.00374201499827	0.00271429113187	0.470167531111	0.408060519043
z	0.0379639867372	0.00188392937488	0.00503549443777	0.0187864770303	0.00302160918948	0.00326505359609	0.00290149117729	0.38589133037	0.541250606348
z	0.0363125972457	0.00812757492496	0.00832081554592	0.0146120350434	0.00618897896316	0.00884959919536	0.127656196826	0.16630350179	0.623628712116
è	0.0344556852486	0.00920144022499	0.0106664425153	0.0196516270145	0.00956052832105	0.0170365670651	0.199215330942	0.309897925597	0.390314467372
i	0.0137942461195	0.00344720589166	0.0173033041718	0.0223613026715	0.00814271434035	0.0184859276884	0.103079874981	0.592127028532	0.221258392457
o	0.0046891891185	0.00131145172422	0.0183993191573	0.0178935108905	0.00481617235345	0.0147890155628	0.040178539127	0.687667349511	0.210255477486
s	0.0081227035815	0.00200785800174	0.00704401128577	0.00975407339683	0.00206761369115	0.0083670483876	0.015645681509	0.515138999837	0.431852042495
p	0.0809898895272	0.00304327436725	0.00501808622859	0.0128385025656	0.00216205743038	0.0078066463292	0.193851057503	0.234266816612	0.460023669165
ì	0.101996743176	0.00976523225575	0.0126112077429	0.0214917151885	0.0322576467768	0.0182652807764	0.286104582501	0.310186292204	0.207321282722
t	0.233785431059	0.0175305270853	0.0137228669143	0.0235807583962	0.0426403242589	0.0199487675921	0.235523340834	0.326115821735	0.0871521431073
i	0.365212360353	0.0563746370284	0.0339953379714	0.0556683784654	0.0984971314196	0.0393536305307	0.194324614945	0.123408381478	0.0331655059024
o	0.212500475986	0.0629882477726	0.0400847901481	0.0600254936085	0.115704026175	0.0439291394602	0.075258870915	0.215036297059	0.174472672634
à	0.0708339173963	0.0210555417873	0.0139233390404	0.0219711108562	0.0396356898597	0.0192013661034	0.046753534905	0.472720785686	0.293904754211
n	0.0253850842312	0.00735225059577	0.00594088231347	0.0130492284854	0.0145310050032	0.0116928150345	0.0435781703017	0.606682728562	0.271787851404
t	0.0531841336437	0.0110863530986	0.0101347422378	0.0333089488285	0.0168057446177	0.0293150923448	0.231266518767	0.424496564487	0.190401906135
r	0.0987638712146	0.0121337110562	0.0109521956126	0.0376144006095	0.0175852213059	0.0358016387816	0.571286952922	0.148632756462	0.067229257245
e	0.0712625982815	0.00622239304207	0.00823927673753	0.0242810898698	0.0234913645353	0.0253222429272	0.488358768641	0.094873552154	0.257948711948
p	0.0248734675372	0.00417365292359	0.00716224529091	0.0184600581499	0.025183336833	0.020402448485	0.17732146498	0.392054037385	0.330369268316
o	0.0099812966124	0.0144568745508	0.030755761142	0.05766784891	0.109069479932	0.0446135250042	0.0958632460933	0.469568155795	0.168023780439
d	0.00791516390413	0.0178857842403	0.0386202942488	0.07073116679	0.13703081826	0.0526820441154	0.0684809767978	0.475162461932	0.131491256813
è	0.00640173506741	0.00602598518343	0.0130421961844	0.0239258723833	0.0460848425692	0.0185870731525	0.0284023941993	0.727911703977	0.129618138938
g	0.0070195522885	0.00256280530781	0.00526460496147	0.0121608317611	0.0175689214897	0.00818339895083	0.0810187285664	0.725149617992	0.141071462979
g	0.0083629186295	0.00157238583594	0.00322146885382	0.0101397723537	0.0081643167299	0.00812437288361	0.415684712855	0.457140192197	0.0875898183263
h	0.0141784547432	0.00087300946198	0.00218514708461	0.00721768955123	0.0050525005433	0.00869956862787	0.539828864285	0.360972283599	0.0609924734421
e	0.0150128958094	0.000587724737327	0.00156145216154	0.00642574485041	0.00744791201443	0.00711122220929	0.262023894762	0.357932427866	0.341896741147
</S>	0.0075572062472	0.000555242268663	0.00143960238077	0.00685066242521	0.00963414200722	0.00753755560465	0.135193317381	0.225078863933	0.606153440574
