 	lo	posso	finire	di	scrivere	</S>
o	0.32736556	0.15239635075	0.24448163075	0.0783010725	0.17122032786	0.026235078
s	0.1241428215	0.116930847417	0.24837106025	0.2346822875	0.211776427287	0.0640965946667
ò	0.229840212	0.189561075806	0.14400682675	0.252302309833	0.11124982467	0.0730397846889
z	0.279879075667	0.157373088602	0.12023127825	0.102492554278	0.311212795797	0.028811200363
o	0.206701833556	0.291727842867	0.0655445520833	0.0441174927927	0.377897927966	0.0140103424877
s	0.164978292819	0.333866876289	0.0331710860278	0.132583735298	0.285281942022	0.0501180941959
p	0.12827449924	0.16613837743	0.0716132940093	0.296170411766	0.268195670674	0.069607794732
i	0.13158390308	0.333088482477	0.11378262467	0.277400150589	0.112224931225	0.031919935844
c	0.0597939562467	0.339570196759	0.0734597117567	0.137007987963	0.368491678075	0.0216764742147
c	0.0573806206356	0.21442750152	0.182358510786	0.0794182020877	0.448678110692	0.0177370441382
è	0.0586769900119	0.17451829384	0.536390390262	0.0668676836959	0.157012798897	0.00653378028607
t	0.0606194931373	0.0759189269467	0.692573696754	0.0336699688986	0.122776250299	0.014441597602
s	0.0633597407124	0.0904587213156	0.578468548918	0.107076342633	0.133412353433	0.027224276534
i	0.0259802399708	0.0977872304385	0.370090998306	0.390534547544	0.0850122264777	0.0305947175113
à	0.00921872492593	0.0508102566628	0.169043036769	0.406713257848	0.341532187493	0.0226824868371
t	0.00824846384431	0.0404714420709	0.168262150923	0.184088364616	0.514994255831	0.0839353286124
s	0.0403843686148	0.150546397357	0.222775116974	0.148015841539	0.284463321277	0.153814949537
e	0.0463252195049	0.180678737119	0.165727632325	0.338270463846	0.123926796426	0.145071139846
g	0.0270886114683	0.113644083706	0.114072490775	0.351792641615	0.194396845475	0.199005336615
r	0.0345483208228	0.092950247902	0.117561970258	0.170152837538	0.219088138492	0.365698465538
à	0.0258150769976	0.0504419253007	0.0789494514193	0.114668845846	0.406104136164	0.324020521846
t	0.0149235310559	0.0331036827669	0.261398558473	0.045929722282	0.492818958721	0.151825515949
s	0.038401874352	0.158782569256	0.400104602824	0.0284972417607	0.216555222574	0.157658473983
i	0.0401032258073	0.190754155752	0.227258097608	0.0547114362536	0.177675557191	0.309497501328
</S>	0.0202920344386	0.103620401876	0.133359318804	0.0771666156268	0.235605918596	0.429955675664
