 	le	canzone	si	scrivono	alla	notte	</S>
a	0.37652892	0.152416675	0.094554357095	0.31287328887	0.01044657685	0.04216315185	0.0110170325
t	0.363193797667	0.118973817147	0.0324576918617	0.10519442587	0.0242918621833	0.0454130002833	0.3104754265
r	0.366964023556	0.0896715411957	0.0247776363872	0.0380585701233	0.0270227527611	0.0194469692844	0.434058492167
a	0.637563194519	0.119071310399	0.0225547115624	0.0149322171144	0.0107805654204	0.0075066402848	0.187591268056
ù	0.58433882484	0.145159633466	0.0203523289541	0.00516353684147	0.127268112607	0.0315996610949	0.0861177890187
d	0.306799181613	0.124080253489	0.026855508318	0.00238481294382	0.201614918869	0.284658493698	0.0536067986729
i	0.157035770538	0.215921273496	0.129306424773	0.00642100858127	0.11222873529	0.341168433166	0.0379183780576
a	0.095111764946	0.249342164499	0.164154121258	0.00718781167376	0.153045032763	0.311584312989	0.0195748285192
g	0.0360395154153	0.0959144025997	0.0644370960527	0.00268698517125	0.232982347588	0.459650247663	0.108289460173
r	0.0589860874718	0.0328594694999	0.0282625913176	0.00801521402375	0.203776805863	0.322079187554	0.346020680058
à	0.0698422818239	0.0252437720333	0.132289743773	0.0736966690079	0.246090945288	0.119538896518	0.333297696019
f	0.035116804608	0.0234679371778	0.165591872924	0.0890431753693	0.240694888429	0.302249681173	0.143835628006
u	0.0252048802027	0.0362253688926	0.284379082641	0.0556344274898	0.140968584476	0.365709363724	0.0918782703353
t	0.0172301730342	0.0391798444575	0.319272169997	0.0443579010466	0.0970458018253	0.312059414575	0.170854667778
t	0.0215266599781	0.0131623247492	0.106855997769	0.0155031648655	0.142866055942	0.326215304858	0.373870485926
e	0.023577724226	0.00841274501973	0.122934694576	0.0272912209218	0.315409298647	0.150984742953	0.351389618642
t	0.00902046242867	0.00680664359191	0.128078143415	0.0308217492073	0.284436090282	0.282987422318	0.257849549547
s	0.00794351259622	0.0023191681593	0.0435682310283	0.0130457326358	0.243502177494	0.331559640773	0.358061583182
e	0.00776463966541	0.00212248189643	0.0368581316761	0.0223084155453	0.436048749165	0.140189701924	0.354707877727
n	0.0028678970118	0.00204330030081	0.033826036862	0.0228435728984	0.352942927522	0.310949605641	0.274526649242
ì	0.00104287022727	0.00127996380227	0.0316040045907	0.274081878016	0.151195963641	0.35234851188	0.188446811414
t	0.00995277164242	0.00163670900076	0.0409771065302	0.404125806005	0.108514344547	0.298983897293	0.135809345471
t	0.0828115775475	0.00856189490025	0.0440239745101	0.189195810335	0.115952971516	0.407452565764	0.152001211824
a	0.0977035956325	0.0104946628667	0.0396369608367	0.095154908445	0.217774893839	0.299740216921	0.239494767275
</S>	0.0491163374913	0.00562921028335	0.0269464694184	0.0835711692225	0.29571568692	0.201117950961	0.337903153638
