 	la	casa	la	costruiscono	i	muratori	</S>
t	0.703217225	0.07678459	0.042995073	0.104405368051	0.0066396743	0.0393845615	0.02657347365
o	0.743348891667	0.120694056667	0.033942044	0.0348534353907	0.0052695697	0.0365232789733	0.02536866165
s	0.504095527889	0.204230472222	0.0467444876667	0.0133038493369	0.0547982567333	0.0136404777978	0.163186832317
p	0.32938809663	0.253621940741	0.0869132892222	0.042257527979	0.0725764905778	0.00598684824927	0.209255785139
ì	0.367321138877	0.390316070247	0.0928341964074	0.050463134093	0.0268446802926	0.00202318687576	0.070197595619
t	0.374656962959	0.363544388416	0.142900408802	0.017160537241	0.0303328645309	0.0456959104346	0.025708917079
i	0.29348975032	0.397714337805	0.198169542934	0.00717296169033	0.0323181629436	0.0602574844682	0.0108777744883
t	0.18497777944	0.399879309268	0.148872977645	0.00807353106344	0.0763658230812	0.122772602479	0.0590580112914
o	0.13780089448	0.319962756423	0.208312812548	0.0228581883545	0.0922420703604	0.143671346953	0.0751519602305
f	0.05997886016	0.278751958741	0.207171423016	0.0237118356182	0.0461114877868	0.314594788444	0.0696796732102
a	0.0290849353867	0.15888042618	0.192848013172	0.0803249703727	0.0976210542623	0.372241176181	0.0689994664701
b	0.0505292897956	0.12091702356	0.192197210391	0.0990863509576	0.125133784754	0.37021665876	0.0419197355567
b	0.259748819932	0.0858365026867	0.0929334394637	0.0576337278192	0.102068814918	0.369730698987	0.0320480575522
r	0.544531986644	0.0756106535622	0.0772151798212	0.0711611759397	0.0812108376393	0.138978140062	0.0112920118841
i	0.450994819881	0.0529269638541	0.15362862994	0.153100828647	0.120340885213	0.0642526736873	0.0047551341947
k	0.173043352627	0.0415171351847	0.157457211847	0.152891804962	0.147699278404	0.313684347229	0.0137068366316
è	0.0650317745423	0.0258814656282	0.077074594149	0.182231387067	0.232901312801	0.398555561076	0.0183239098772
o	0.0230638628208	0.0204355151761	0.0522614890497	0.200304340689	0.3553007976	0.328973189025	0.0196608232924
n	0.00778102926693	0.00727723944203	0.0216169488099	0.075078489989	0.2367897842	0.617455329675	0.0340011617641
e	0.00344627904231	0.026280477564	0.0459873560633	0.221880914756	0.1454762064	0.526136519892	0.0307922509214
i	0.0019524747591	0.032677688748	0.0544457046878	0.270919634352	0.171547102133	0.412372983297	0.0560844423071
f	0.00325727793137	0.011403186076	0.0192188511626	0.0904434167973	0.115766889878	0.673036994432	0.086873420769
a	0.00492203997712	0.00984907995867	0.0189302816542	0.235737901512	0.125757875793	0.537316608144	0.0674862082563
b	0.00556548712571	0.00908830657622	0.0186603294181	0.284139766208	0.128571545398	0.508590712715	0.0453838190854
b	0.175801720375	0.0459708411154	0.0283707676727	0.143935641107	0.082434095266	0.497198438238	0.0262884746951
r	0.482251090125	0.0600654245718	0.0457712105576	0.131569827036	0.0664467454553	0.203581546746	0.0103141045317
i	0.416015677042	0.0261108933906	0.0382647921859	0.118481859012	0.139541552185	0.220272925582	0.0413122378106
k	0.141571262881	0.0128180837205	0.021107253542	0.0797486001968	0.163658585678	0.522316771861	0.0587793972702
a	0.0493213114937	0.0137814061638	0.0197952276607	0.247395170592	0.108179470176	0.51760988962	0.0439174930901
t	0.0188006838979	0.0141369237646	0.0193887386236	0.303277068614	0.0894684567387	0.515590942207	0.03933717103
ò	0.0071184865993	0.0068741341982	0.0099117956112	0.177063831288	0.115781518926	0.628128727402	0.0551214976767
r	0.168755594433	0.0194703726327	0.0400169228704	0.152550455096	0.127092858809	0.436887665801	0.0552261258922
i	0.222491921544	0.0273684708776	0.0506632022901	0.0901775546987	0.0890887654363	0.3448529586	0.175357135297
</S>	0.111921415872	0.0224169504388	0.031339808145	0.0777427798493	0.110728292718	0.3267409693	0.319109797649
