 	non	aveva	da	stare	</S>
e	0.45003843065	0.07677908415	0.3484523445	0.0877402915	0.03698988327
n	0.151434001983	0.115599451383	0.638152104833	0.0824208061667	0.0123936554333
ì	0.055112723661	0.359545350461	0.552165708278	0.0289837413889	0.0041924676231
c	0.022430309999	0.40308284682	0.305653599426	0.26742439413	0.0014088287297
h	0.112366443778	0.31554088894	0.225399799809	0.346211133173	0.000481765799233
e	0.175841517926	0.469488506313	0.235889839936	0.115523270441	0.00325692094908
n	0.0952372833087	0.418249642104	0.350151399979	0.112768211067	0.0235934923164
a	0.0445663187696	0.356280100701	0.458520533326	0.112692682689	0.0279403425055
s	0.0250016965899	0.260002618534	0.338413497109	0.274757989896	0.101824162569
t	0.0133630568633	0.109431827811	0.195987711703	0.547406296632	0.13381109319
a	0.0178433009544	0.12652489927	0.181029393901	0.403538667744	0.27106373673
s	0.0147553514681	0.11040229071	0.098020827467	0.420162738115	0.356658785577
ì	0.00505423110603	0.03761274209	0.0341820799223	0.425770302172	0.497380635192
</S>	0.00271200575302	0.019706662395	0.0176962468611	0.215249485286	0.744635592596
