 	il	lenzuolo	vuole	lavato	</S>
o	0.505023373	0.35929297802	0.13101711225	0.000420114532	0.00424642
p	0.251011349667	0.380551216007	0.309573587417	0.0472411084907	0.0116227615333
l	0.170299001222	0.440455348669	0.292579960139	0.0832066961636	0.0134590188611
a	0.0703260984073	0.747418889556	0.12904827438	0.0486181857412	0.00458855237037
ù	0.0271917035224	0.578429623185	0.375506644793	0.0170087429337	0.00186327322346
n	0.0132505895608	0.231285529062	0.531263968264	0.208905534978	0.0152943891078
a	0.0725684808536	0.271751407687	0.363311829421	0.272839196826	0.0195290907593
t	0.0896279468179	0.271726481229	0.229963753807	0.297947450775	0.11073436331
è	0.0344307331393	0.182345339076	0.330221928602	0.311538472258	0.14146352697
l	0.28273837538	0.149368644092	0.382609144867	0.114288261086	0.07099553819
i	0.37089168446	0.128377979097	0.387757796956	0.064844317362	0.0481281900633
p	0.19368853082	0.121071946599	0.368964087319	0.0730585927873	0.243216834021
l	0.22708301694	0.0590862800997	0.210704944106	0.178578422596	0.32454732134
i	0.177311639647	0.0410499333666	0.171122438035	0.468451464199	0.14206453378
m	0.0782122038823	0.0175156437889	0.0891549051783	0.5916762814	0.22344097126
è	0.0445951343274	0.00741861972963	0.0540564862261	0.656841537133	0.237088211087
n	0.334269614476	0.00354803806321	0.043791697742	0.528399424378	0.089991225029
o	0.431004611169	0.0039266568744	0.0358417162473	0.452588020126	0.0766390090097
</S>	0.215909550099	0.0057306746872	0.0427959931236	0.639090460063	0.0964733395049
