 	nella	pasta	vuole	sale	</S>
s	0.5026276625	0.087820202425	0.3960948202	0.008199215262	0.0052580873
t	0.175506927167	0.372224417475	0.401505504733	0.0482882244207	0.0024749278
i	0.191286050389	0.579859805825	0.169742066244	0.0578447154736	0.00126735546667
p	0.197469404796	0.377222801275	0.0988860220813	0.287247085825	0.0391746735222
à	0.103859036265	0.402863783092	0.0786461373604	0.362660800942	0.0519702376874
s	0.0846836754217	0.433135692697	0.26817175912	0.151672572647	0.0623362537425
t	0.0486791878072	0.355908645899	0.314884829707	0.214662407549	0.0658648771808
a	0.0811501852691	0.356509688633	0.321039819902	0.218252963516	0.0230473409936
t	0.0872126703464	0.182666573211	0.306837096534	0.395814165505	0.0274695019979
è	0.0553967487055	0.0891748514037	0.362452755411	0.464317368502	0.0286582788326
l	0.229029099569	0.0738562544679	0.41929501847	0.211903671167	0.0659159521109
i	0.29933617519	0.0680649868226	0.385468672823	0.161123035389	0.086007090037
à	0.138522063999	0.0484979802742	0.643893380941	0.122707839463	0.0463787253457
l	0.046376306082	0.0196207908581	0.529037194314	0.200111097488	0.204854634449
a	0.0193019385073	0.0184939967194	0.301911418771	0.374365359163	0.28592731815
</S>	0.0151256922536	0.0238491968597	0.331178624385	0.430154369581	0.199692169075
