 	non	ti	dimentichiamo	mai	</S>
e	0.445783435325	0.35666859635	0.0717410885465	0.0682337185	0.057573151
s	0.148894648415	0.512602728783	0.226284939515	0.0703987385	0.0418189343333
e	0.0497403225883	0.637739526261	0.252169891505	0.0290841004233	0.0312661325111
a	0.0166445048588	0.64843815542	0.175529968835	0.146738948731	0.012648374437
l	0.0078950352556	0.34219247294	0.128096318512	0.507205109577	0.0146110260123
l	0.00593415525187	0.24919049878	0.238448965071	0.492594316526	0.0138320503374
i	0.0319765189173	0.43466526626	0.361553945024	0.166428403069	0.0053758508458
m	0.0408661471391	0.362457321467	0.207159316521	0.38712730525	0.0023898792486
o	0.057895903213	0.395391139869	0.0822796203537	0.460873929483	0.00355941398287
n	0.063228305671	0.408870419623	0.0425974346179	0.463937430894	0.021366437661
ù	0.0237140318237	0.173848679541	0.312540602706	0.464739364223	0.0251573230537
m	0.0680157859412	0.093489909147	0.400696011202	0.416951962	0.0208463388512
e	0.120628748647	0.123922552349	0.330873704034	0.401954553933	0.0226204476171
m	0.086308503549	0.133509483693	0.307474941535	0.460818784578	0.0118883035724
à	0.0362871782497	0.0596703974743	0.412687697368	0.480348904193	0.0110058258908
i	0.0133736115499	0.0358924682248	0.448028429776	0.416422044064	0.0862834429636
</S>	0.00700375937495	0.0192616327124	0.224441610868	0.591389922032	0.157903096482
