 	mi	si	gonfiò	il	dito	</S>
m	0.341114865	0.285056955	0.089825223	0.157108115	0.021420336	0.1054744392
u	0.219751979667	0.477770291667	0.0920293693333	0.121413571667	0.0446768213333	0.0443579342
b	0.112870123556	0.381171724422	0.0459865456411	0.356436297222	0.0788798704444	0.0246554395667
r	0.265886750185	0.198196798674	0.0179955487437	0.442112695741	0.0630976514815	0.0127105426889
i	0.417137250062	0.329396162891	0.0129696495812	0.18679416058	0.0274596011605	0.0262431538963
s	0.261401936687	0.308099184297	0.0091730785604	0.279878115527	0.0504008280535	0.0910468312988
t	0.130806542229	0.137605898099	0.00684126955347	0.571092721842	0.0557736294512	0.0978799407663
ì	0.10236873241	0.262044606033	0.0958987051845	0.480520685947	0.0214903072504	0.0376769760221
o	0.0698758988033	0.281176257011	0.125843661728	0.235725773982	0.269850521417	0.0175279044407
d	0.0286162879678	0.101114874314	0.045551896376	0.150518608661	0.663292227139	0.0109061063136
à	0.0108832693559	0.0440236090813	0.242378391259	0.0966778402203	0.571882389046	0.0341544566045
t	0.0105516231186	0.0364195916938	0.319990261753	0.0957764800734	0.491538909682	0.0457230695348
t	0.12795992304	0.0601565818979	0.163263451918	0.172085206691	0.455556766561	0.0209780168116
i	0.182370324347	0.0815562206326	0.141318360639	0.254817088897	0.214715073854	0.125222918571
l	0.149121241449	0.0537945337109	0.0897130966463	0.213084551632	0.305936302951	0.18835027819
o	0.124991530483	0.028273109737	0.0388770316488	0.132240655877	0.343552839317	0.332064851397
</S>	0.0749795452415	0.0272893823685	0.0325510153244	0.106935482938	0.231556842158	0.526687775699
