 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.096833077	0.051721589	0.445064405	0.17803563	0.01424243715	0.1729575975	0.0192180585	0.0219271635
u	0.234701592333	0.148332939667	0.220311835	0.201635696667	0.0144446173833	0.153006759167	0.01508963459	0.0124768919667
à	0.331237344111	0.380386213222	0.103433679801	0.111884744689	0.00670188545643	0.056342632269	0.00515158716467	0.00486188668923
i	0.273705004704	0.543860971074	0.0633870714013	0.0699963056963	0.0136860071475	0.0279886119697	0.00512065393289	0.00225534316341
m	0.153413781048	0.367731101065	0.0504349740004	0.0719362312321	0.0798037697158	0.233601702657	0.0407315429776	0.0023468870878
è	0.122683586496	0.382048277728	0.0175865934001	0.0432614494107	0.0904579311686	0.293005981684	0.0492036773641	0.00175247937247
r	0.112961748032	0.388053269443	0.0264558236667	0.11748616447	0.104533041653	0.215187388026	0.0273721631596	0.00795035880069
i	0.0777385752107	0.253537173348	0.157562248556	0.176301668157	0.114408912884	0.190237434475	0.0201071722632	0.0101067963769
n	0.0706837877369	0.218765394449	0.182090586352	0.125175332719	0.0624607699613	0.264573283292	0.0226843949644	0.053566445569
g	0.0329019452456	0.086169444483	0.062785989284	0.163489937573	0.0847889666538	0.468593807764	0.0247184791548	0.076551434523
h	0.0235845277485	0.0456628778277	0.0279971800947	0.341271419191	0.142974325551	0.371348659255	0.0095879684516	0.037573056841
ì	0.0429852885828	0.307915272609	0.0190820026982	0.327175644064	0.121034737517	0.159507112785	0.0040182647172	0.0182816996137
z	0.0408022969276	0.380430276516	0.0159443865661	0.198733782355	0.190591404839	0.130831207295	0.0290915515724	0.0135751045379
i	0.0288104520425	0.184740687819	0.060361598522	0.287000247452	0.26759708828	0.122769481932	0.0368164431525	0.0119040281793
n	0.0266480813475	0.12097001374	0.069653121774	0.253991470817	0.16315442776	0.149536196811	0.164023350346	0.0520233727264
a	0.0150481207825	0.06212077038	0.147261666191	0.216146515272	0.123649434253	0.162215706604	0.206599964599	0.0669578252421
v	0.0096041306275	0.0409294861533	0.172839000024	0.197645001424	0.106217857418	0.211510263201	0.230402296016	0.0308519460807
o	0.0184169185758	0.0623379567444	0.131107997968	0.140127340141	0.0930589384727	0.290066001067	0.241695855672	0.0231889520269
r	0.0220248512586	0.0699131157148	0.117227663573	0.118953639847	0.0782874572576	0.184405757022	0.303962125557	0.105225357342
à	0.0281827461529	0.114294505372	0.040801625441	0.0491864594157	0.0322556598525	0.0847328725073	0.399692221852	0.250853865781
s	0.0305836783843	0.132109235124	0.0463225818137	0.0466838028052	0.0474623096175	0.0500112076691	0.382863257284	0.263963878594
o	0.0314553317948	0.108826985041	0.0719186086046	0.119198110935	0.121465393206	0.045095427223	0.300735231228	0.201304899531
m	0.0304450398049	0.0975182855603	0.0496499531682	0.123289608545	0.124258843735	0.0685214170743	0.378579342543	0.127737477944
e	0.0357387291416	0.126929545733	0.0455720086894	0.089235164415	0.0949230039117	0.0826939213581	0.409514193848	0.115393410748
o	0.0375839913739	0.137191434578	0.0439225781165	0.0767375381383	0.0757724888706	0.0463339871194	0.392208744283	0.190249283583
t	0.0129800880613	0.0469712760927	0.0152539493922	0.0276965250461	0.0285893505235	0.0238589337065	0.545554364761	0.299095571194
s	0.00564189323043	0.0183063999309	0.0311984099307	0.022238416682	0.0294092901745	0.0443080749022	0.413831731587	0.435065810398
o	0.00611533534348	0.0164024116436	0.0388924246436	0.0204225806607	0.0298895553248	0.0507171066341	0.315188250529	0.522372336799
m	0.00548493648116	0.0139335257145	0.0159652896355	0.0118130526536	0.0282325037083	0.0629899005447	0.485350396843	0.376230393266
ì	0.00232626658372	0.00550325930483	0.0060244715995	0.0113317608845	0.0331366662361	0.0629623318482	0.486273172281	0.392442058755
</S>	0.00159484737686	0.00392493650241	0.00404666824975	0.0116685354423	0.0281849356181	0.0343066034241	0.32651459614	0.589758849378
