 	deve	essere	bianco	</S>
è	0.36283526	0.4335115025	0.01467498365	0.18897829975
n	0.171259462667	0.687054694167	0.06083002855	0.0808558680833
a	0.0699635815557	0.819245114722	0.0684509477033	0.0423403784544
è	0.0460166371852	0.709927081574	0.229104967421	0.0149512995448
n	0.0837414243951	0.398988360525	0.37024902914	0.147021149148
e	0.183120641465	0.401580476842	0.22381566138	0.191483204316
à	0.159129128931	0.357473565381	0.417763732127	0.0656336182053
s	0.0554594642533	0.13749858156	0.568037304042	0.239004678235
p	0.109958740918	0.0844310721867	0.294425173347	0.511184992745
r	0.358502900306	0.0704326747289	0.120750014116	0.450314397582
o	0.354242917602	0.0630847129096	0.326146215705	0.256526162527
</S>	0.180050685051	0.0610527499548	0.568311857852	0.190584726264
