 	forse	stanno	ancora	svegli	</S>
f	0.105305779	0.0557384375	0.37486153	0.116218818	0.3478754158
ò	0.320855869667	0.149935014167	0.342163039567	0.0701136887833	0.116932384253
r	0.374828786556	0.239266748056	0.267823499422	0.0585799970444	0.0595009765377
s	0.191355415519	0.470030626019	0.243607649141	0.0546089625508	0.0403973300526
i	0.368190105173	0.515926428673	0.084126518647	0.0182241601029	0.0135327556559
s	0.399210171391	0.245598022891	0.333141582482	0.0104128130843	0.011637419317
t	0.176031494797	0.27849191763	0.522146134161	0.00805925144143	0.0152712077723
è	0.195016789599	0.51107390921	0.281566066254	0.00296199895248	0.0093812291591
o	0.163591627133	0.416442917403	0.316125020285	0.0993905717095	0.00444985708803
n	0.066855456311	0.159307800801	0.411810400095	0.139559336903	0.222466984829
e	0.0583922487703	0.342622500934	0.245897153365	0.0549181001343	0.298169965276
a	0.0447312861901	0.399061214311	0.248320801122	0.196164258211	0.111722427425
n	0.01534389993	0.137763249384	0.228115758607	0.253713032737	0.365064051142
k	0.06554580791	0.0928560937413	0.126458034436	0.097257407579	0.617882620381
ò	0.119223234303	0.286907921247	0.120826401479	0.079713499193	0.393328921127
r	0.0823417944343	0.308342400749	0.22562716716	0.112466221064	0.271222401376
a	0.0638060708114	0.352860433916	0.26929033572	0.0782597143413	0.235783450459
a	0.0522150107721	0.364436387905	0.151867198573	0.320995237434	0.11048615782
t	0.018459058159	0.122272766435	0.0759350880577	0.409339282478	0.373993763607
s	0.008961262653	0.0501482110117	0.0566175545526	0.148776118159	0.735496841202
ù	0.00481718506767	0.0265201277706	0.0544447028509	0.375389380053	0.538828586067
n	0.00284511937256	0.0115947612569	0.0440119149503	0.503288380018	0.438259801022
n	0.192665427824	0.024107487319	0.0538658059834	0.231845150006	0.497516113674
i	0.254930720875	0.027330069273	0.0663847903278	0.347819026669	0.303535367891
t	0.257114268558	0.0248582292577	0.0561888424426	0.38063660569	0.281202039297
i	0.259523357586	0.0317886320859	0.0293665868142	0.13568030003	0.543641099766
</S>	0.132528905893	0.0288325595429	0.0220819339071	0.079093382015	0.737463179883
