 	possono	essere	ancora	svegli	</S>
i	0.038163757	0.1241189085	0.063858453	0.37635135	0.3975075398
s	0.0297846223333	0.170719982833	0.296571967667	0.354601491333	0.1483219098
ò	0.304330478111	0.155967054278	0.354464628189	0.122241532408	0.0629962274333
z	0.511934126037	0.113040884759	0.234468311696	0.110638058099	0.0299185339778
o	0.439971038679	0.240362998253	0.194202451132	0.10678220648	0.0186812711926
n	0.29626727956	0.272596387418	0.360753104277	0.0507451516067	0.0196380785975
e	0.152381413187	0.377489670473	0.417999210626	0.0320795224056	0.0200501735558
ì	0.105750783062	0.423712384491	0.174558949409	0.287115113672	0.0088627552086
n	0.0824498230207	0.197439449164	0.287470049803	0.373784827891	0.0588558307362
e	0.0977256776736	0.404546109721	0.297035919268	0.12649565978	0.0741966142454
a	0.0592604659579	0.438129266007	0.316596349089	0.157970467077	0.0280434710818
n	0.0203497706193	0.149070995969	0.331371182363	0.184498788359	0.314709282694
k	0.0757341421064	0.0915145231897	0.264583720121	0.078226648353	0.489940984231
ò	0.102344037702	0.224607771063	0.297627706707	0.125607289018	0.24981319241
r	0.0811765209007	0.231977508021	0.351376788902	0.162960966339	0.172508181803
a	0.0785023449669	0.348683103674	0.344250679634	0.0767300361463	0.151833813934
a	0.0390060238456	0.383560423211	0.203885226545	0.302025866082	0.071522427978
t	0.0136238721052	0.128942658057	0.120031733848	0.388051109694	0.349350589326
s	0.00617691500173	0.0519226893523	0.0975549629493	0.145180126231	0.699165286442
ù	0.00309576931891	0.0257577534508	0.0889355033164	0.37821746741	0.503993503481
n	0.023025141758	0.0109808624836	0.0663630687721	0.49903570247	0.400595235827
n	0.338695447253	0.0077693021612	0.0604875965907	0.214897334823	0.378150349609
i	0.422009223638	0.0054268866204	0.0727551171969	0.320306762274	0.179502047536
t	0.466039599099	0.0030271854068	0.0703147796656	0.354664345181	0.105954142179
i	0.480947940016	0.0166196611023	0.0352753538219	0.126319316484	0.340837780393
</S>	0.240932105483	0.0309281955511	0.0344408669109	0.075213948742	0.618484915196
