 	non	ho	cosa	è	da	mangiare	</S>
e	0.39136969015	0.03675945125	0.4635601435	0.01762794275	0.033675238	0.000629999625	0.0563775208025
n	0.132621942317	0.0960622124167	0.4464347744	0.0264149519167	0.0384588996667	0.233143554325	0.0268636091358
è	0.0501812536057	0.392275067472	0.1633379347	0.0300027173056	0.0365628085556	0.310602283462	0.0170378428486
c	0.0236038817352	0.439250862491	0.0941656382333	0.0333604614352	0.0516491631852	0.351679659841	0.00629027325287
h	0.0563850037784	0.337083137497	0.0642172977444	0.119822082812	0.0541508893951	0.365634058447	0.00270755891596
o	0.0925023999261	0.416139675832	0.0446670399148	0.263752694271	0.0559437181317	0.125824610982	0.00116991137032
t	0.059829126842	0.270747762944	0.0324475057049	0.218830622424	0.0587238947106	0.350283723327	0.00913738585677
i	0.0255155861473	0.141062465315	0.043581608635	0.184984921808	0.17007805357	0.423054760442	0.0117226216856
è	0.0129803111824	0.101802866105	0.0473106620117	0.198188980603	0.26484418119	0.360969852814	0.0139031489619
n	0.00570167952747	0.0574853597017	0.0182076288039	0.0974759968677	0.169492349397	0.627141180938	0.0244957923206
a	0.00879941384249	0.0434922099006	0.025362467268	0.0826983556226	0.315949935466	0.502389130313	0.0213084904402
f	0.0175577522808	0.0294434006335	0.028905863756	0.0739974748742	0.364731751155	0.291117076771	0.19424667148
à	0.0145749321936	0.0145021835445	0.013557558252	0.0332409246247	0.177902599718	0.47522901559	0.27099278716
o	0.0103687234979	0.0101489285148	0.00930190441733	0.0258800765416	0.250177753239	0.505439415197	0.18868320572
</S>	0.0126026627489	0.0097743612574	0.00997464320867	0.0245274207708	0.350541241619	0.384012257598	0.20856740786
