 	vuole	pianto	</S>
i	0.89920408	0.013334284	0.0874616315
t	0.625842682133	0.317011776333	0.0571455481667
è	0.527384942844	0.424425535444	0.0481895308222
l	0.753988107615	0.164508825481	0.0815030750407
i	0.734679649205	0.172898125494	0.0924222311136
k	0.680335616402	0.167974232165	0.151690176471
l	0.464068553801	0.362658921055	0.173272581157
a	0.1871191806	0.738423840352	0.074456982719
m	0.0810860562	0.631587373451	0.287326540906
m	0.0920939337333	0.548105837817	0.359800252635
è	0.128326234578	0.688143365939	0.183530416545
n	0.413650401526	0.471270401813	0.115079179848
o	0.466639496442	0.445571880438	0.0877886042827
</S>	0.236819192121	0.652456340219	0.110724447141
