 	Marika	è	che	si	sposa	domani	</S>
M	0.234026243	0.0240484995	0.242955291	0.44313614317	0.030493096	0.001670344015	0.0236703964
a	0.364017931	0.1194635305	0.321589910333	0.15150540617	0.034430224	0.000843890655	0.00814914273333
r	0.270082763667	0.1435766185	0.206811491444	0.05426211029	0.287476388667	0.00673757869167	0.0310530972444
ì	0.303037807889	0.176352347833	0.0896127914813	0.0194549992633	0.364391074889	0.00861297086889	0.0385380304915
k	0.33943950263	0.188896304278	0.172630203494	0.0237038526878	0.213756486963	0.0450804015946	0.0164932375738
a	0.23141680421	0.292351993093	0.221068631165	0.0245562605959	0.164236489488	0.0572373759269	0.00913242415593
è	0.157113850737	0.341630329364	0.116291867722	0.185729757565	0.142772910329	0.047652902371	0.00880836168331
n	0.0637207552457	0.155054141455	0.0916048599073	0.239668044055	0.36775345011	0.054771462457	0.0274272742278
a	0.122242917415	0.238508257152	0.130466943302	0.0837523715517	0.36848878437	0.0285956527343	0.0279450743659
r	0.152282270805	0.248577419717	0.108169935434	0.0334129495172	0.25401520579	0.0587598928268	0.144782322079
m	0.193020358602	0.0961356185723	0.0614682001447	0.0136902953557	0.377527665263	0.0688567915789	0.189301084026
a	0.234099306201	0.235410124191	0.103927790715	0.00673162943523	0.326734723088	0.023048075813	0.0700483919087
s	0.126084009734	0.27260376283	0.099233296705	0.00442249612508	0.183361772363	0.180222733254	0.13407194787
t	0.056842115578	0.0959569050433	0.0451960947017	0.00200762258836	0.372359907454	0.233347630685	0.19428972929
ì	0.0539562098593	0.196175451014	0.0650210842339	0.0112692918961	0.477676879151	0.0814143526617	0.114486759763
à	0.0399578037251	0.225580099701	0.0606252971313	0.0211734802987	0.25335046605	0.337180323721	0.0621325532543
v	0.014773468447	0.0776137992637	0.0236704659304	0.0145665659662	0.0996846240167	0.652455994574	0.117235067751
v	0.0946405195823	0.0447978147546	0.0690907064768	0.00772994318873	0.189686787006	0.451430639425	0.142623542584
r	0.359321313194	0.0335834976849	0.105384730826	0.00661482422958	0.215952518335	0.201959554375	0.0771835368613
i	0.368099569731	0.0412320736616	0.0686649006087	0.0162131672432	0.165752302112	0.128879145458	0.21115886162
</S>	0.197306832865	0.0625182068308	0.0478104528043	0.0268912786216	0.212892971056	0.081140933729	0.37143936081
