 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.131549312755	0.02228846915	0.04552767935	0.4115991825	0.2867423792	0.0582271585	0.03690188415	0.00716392685
n	0.0445822279883	0.33899607405	0.0554482877833	0.3993130115	0.0981127182333	0.0213737737333	0.0367973067	0.00537659235
è	0.0162284453628	0.746222824683	0.0463397345944	0.134238155833	0.0329017717111	0.00777728345677	0.0123114588083	0.00398028643667
r	0.00966911192093	0.566648257628	0.279328433531	0.098424686611	0.0127948135037	0.00949653946459	0.0165117235278	0.00712642263222
t	0.0339456466403	0.446288335276	0.386211171177	0.0882683684037	0.00757413323457	0.0107804685215	0.0179748662426	0.00895702194407
i	0.142355022213	0.560434268425	0.241138457059	0.0352785436679	0.00433046773486	0.0065674380405	0.0060687866272	0.00382701984802
s	0.163518890738	0.385774626142	0.202372645686	0.0497434958893	0.00420744216829	0.0085926965135	0.100543164355	0.0852470490827
t	0.0822047835793	0.460349188714	0.133348701895	0.0548504226298	0.00669454672276	0.00798487393783	0.133592820352	0.120974647361
e	0.0901856411931	0.636488129571	0.142802607298	0.0245416215433	0.00523302617425	0.00553289827928	0.0461396485773	0.0490763937337
s	0.0896102203977	0.422577386524	0.146884754433	0.0172342388478	0.00280595085808	0.00819322262643	0.114015535752	0.198678668191
e	0.0676434834659	0.171869492175	0.298479063478	0.0291279852826	0.015070681486	0.0303939478755	0.136820650951	0.250594701864
t	0.0485587171553	0.074827743725	0.336500013026	0.0272058679942	0.0187029006287	0.0339241852252	0.0980193493503	0.362261213088
t	0.0353152970518	0.0498204242417	0.115065194209	0.00999192076473	0.0073658520429	0.0143310255084	0.0986467287834	0.669463547696
à	0.124960314351	0.0932628747472	0.14313439607	0.0164861261216	0.00827356604763	0.0465040313361	0.0477753007945	0.519603394232
e	0.136240554654	0.0863833172491	0.149720523348	0.0195542693739	0.00832071428254	0.0596383797787	0.323194205798	0.216948007744
v	0.236486401422	0.032298636183	0.0546222284407	0.0088775668913	0.00392934619418	0.0275731609262	0.422089690599	0.214122953915
ò	0.273741970141	0.0359161034943	0.0439912188136	0.0152691507304	0.0233862158981	0.250260665309	0.154276973533	0.203157705305
s	0.163470279714	0.0366667126648	0.0934553196045	0.0402127355768	0.050452021966	0.333711647103	0.105854222511	0.176177055768
t	0.180193313238	0.0387374503883	0.100469797868	0.0406610418589	0.042275151322	0.137434403368	0.12032042417	0.339908401923
e	0.132385135413	0.182900854796	0.074796403956	0.027105702953	0.0282482411073	0.133366796789	0.0802589380567	0.340937910641
m	0.0605658680043	0.206525480795	0.0559426811187	0.045741661651	0.0303320723691	0.119652106363	0.312095489352	0.169144615547
a	0.0518885478681	0.230137072795	0.0662966001729	0.0458878875503	0.0299715384564	0.0910023895543	0.385936153017	0.0988797771823
r	0.0476501925227	0.237964519255	0.0684439771343	0.0195058592568	0.0190105232988	0.0799795478714	0.399277287572	0.128168045727
è	0.0213841260742	0.130353234742	0.0339344601214	0.0093107133256	0.0143547619129	0.243400620644	0.413469533191	0.133792518576
o	0.0135755208581	0.0944625138507	0.0235243666738	0.00685465244187	0.0133670602376	0.299392011681	0.41032427173	0.138499622859
</S>	0.00834967567905	0.0472631353303	0.0134153572869	0.00505659997094	0.0076779605188	0.152429313041	0.598206220865	0.167601781429
