 	vuole	pianto	</S>
e	0.89889335	0.0135247205	0.08758190035
t	0.625530531567	0.3170602795	0.0574091990167
è	0.527140612089	0.4243613375	0.0484980790056
l	0.750471990696	0.165293532167	0.0842344870019
i	0.729359663565	0.174749836056	0.0958905360006
k	0.677207421188	0.169443627552	0.153348985667
l	0.461502560396	0.364233108051	0.174264345222
a	0.185297812799	0.739889612684	0.0748125957407
m	0.080649744933	0.631255580895	0.288094675914
m	0.092089646311	0.547289373632	0.360620967638
è	0.127762142104	0.688662171211	0.183575714879
n	0.412830710701	0.472268543937	0.114900757293
o	0.466341425367	0.445844301512	0.087814251431
</S>	0.236699145384	0.652484150756	0.110816690716
