 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.4764145755	0.3084707205	0.141741885	0.02470875735	0.0143356414766	0.00873908345	0.000344438275	0.0252449198
t	0.168165799833	0.366716626833	0.196701108333	0.17112422245	0.00487348180326	0.0555050874833	0.00519820851167	0.0317154832667
è	0.0685246519443	0.504103328944	0.129257001111	0.20454468555	0.00171963912215	0.0663952220611	0.00666200619722	0.0187934487556
l	0.100485144981	0.575107609648	0.0800680587037	0.211467206583	0.00068137162845	0.0232932110537	0.00232674780774	0.0065706510852
i	0.207215218327	0.409940843216	0.153770519568	0.217096733528	0.000335205245817	0.00841648229457	0.000815927305247	0.00240907427707
f	0.246585282776	0.322442557739	0.154032541856	0.257066909176	0.0102421507249	0.00473329004152	0.000430875072416	0.00446636650769
a	0.182986507592	0.24117583258	0.223560395952	0.328986969725	0.0135532197016	0.00422620848051	0.000320444295805	0.0051904140559
m	0.239212965864	0.217767207527	0.244330878317	0.269694223242	0.0121380960272	0.00417585136017	0.000600469286935	0.0120803029053
è	0.246949849621	0.277849065842	0.167373319106	0.198613621081	0.0116705951034	0.0820777519867	0.000954190662312	0.0145115969018
n	0.24888272754	0.273664591947	0.151696057702	0.194792673694	0.0133530077955	0.110930774662	0.000679741154104	0.00600040703393
o	0.243385218513	0.156011298649	0.185269277234	0.347972707898	0.0142425431985	0.049652213554	0.000372792461368	0.00309392400131
o	0.0913845458377	0.10554329555	0.238344445745	0.432259395966	0.00545091093283	0.121289689185	0.000641849430456	0.00508585052377
l	0.225336218946	0.08161183985	0.143612882915	0.372750191989	0.00986868957761	0.150230583062	0.00130655937682	0.0152830051746
i	0.278206996315	0.0665681666167	0.151078268638	0.351755823996	0.0165317471925	0.115088734354	0.00567653722561	0.0150937062915
m	0.245762122105	0.0955287155389	0.149202824546	0.379443207999	0.0112487148308	0.0909894265513	0.0079211358752	0.0199038659972
i	0.231752245368	0.10400560718	0.105817869849	0.409507182666	0.0122793883769	0.109796187284	0.00440426439173	0.0224373029324
a	0.0859146077227	0.05231124706	0.093845835283	0.353470984222	0.0127910859923	0.355201305761	0.0149636054306	0.0315013619108
f	0.197984870508	0.04685736502	0.046131807761	0.242146854741	0.0102472791974	0.368506694587	0.0194819635769	0.0686431639703
o	0.238169913836	0.0445114380067	0.0378327919203	0.22432661158	0.0647856887325	0.272951424196	0.0572590816256	0.0601630515568
r	0.125819011612	0.0288412376689	0.0309606043068	0.153747517193	0.0773735535208	0.232371312732	0.109172442209	0.241714317419
à	0.085305107524	0.021303273623	0.0137846111023	0.0647714783977	0.0260856576269	0.138541792244	0.347772415736	0.30243563814
</S>	0.042686434242	0.0107521454115	0.00727336755115	0.0332712631989	0.0134282225784	0.158243071122	0.579978457868	0.15436699257
