 	qui	dentro	vuole	un	tappeto	</S>
e	0.4601649907	0.03719675705	0.1487073805	0.3494881081	0.00259113685	0.00185153615
t	0.155748220933	0.280464948383	0.1585363185	0.3771331527	0.00647680661667	0.02164049965
t	0.121827930544	0.486638269461	0.1583345145	0.187142147567	0.00684543047222	0.0392116982167
ù	0.115207893515	0.547063043154	0.210315114833	0.100244779856	0.00288975164541	0.0242793882702
m	0.045187233285	0.442429336751	0.138053801611	0.047292891952	0.31859785877	0.00843884377473
è	0.0582323832083	0.407758401284	0.0786515388703	0.028404910984	0.423820290441	0.00313246775274
s	0.0847874044028	0.406186933761	0.17360848129	0.0578742126613	0.272134677664	0.00540830692541
a	0.155369511468	0.209362534587	0.337437047097	0.0700108685538	0.221611339565	0.0062087593918
t	0.161452895989	0.170834868196	0.282159360366	0.0986170171846	0.255407173532	0.0315287518806
è	0.0891117374963	0.160337902732	0.231957364789	0.211227165728	0.267199594477	0.0401662874502
l	0.324353255832	0.120747935911	0.22073567093	0.186189951909	0.132232484792	0.0157407839734
i	0.425502651944	0.172139420304	0.20996059631	0.0965266889697	0.0879499502973	0.00792078512447
è	0.194828494964	0.187718482151	0.19987104177	0.35677815799	0.0531143107991	0.00768957984149
n	0.065595954271	0.0692149951003	0.0839585149233	0.438367985997	0.313836668933	0.0290259076138
a	0.181281019724	0.0805265807001	0.117042992974	0.206283718666	0.381672847478	0.0331928385379
t	0.247536214575	0.1021865169	0.122496281658	0.115669175555	0.341618286993	0.0704935435126
a	0.233090079525	0.162714245633	0.081716347886	0.0960774045183	0.334649348998	0.0917525775042
p	0.203131608842	0.160693012344	0.0661440304953	0.0834402271728	0.409031469666	0.0775596421681
p	0.107254527281	0.133132657915	0.0277194325318	0.0425445323909	0.564056169889	0.125292697389
è	0.073574708327	0.127254979638	0.0170261126773	0.0584201551303	0.576614503296	0.147109535796
t	0.113124190009	0.052699463546	0.0171051982258	0.0602696730434	0.656463134432	0.100338299265
o	0.136541340003	0.154189387849	0.0294003247419	0.0547708990145	0.514835261477	0.110262777088
</S>	0.0858408750015	0.274987743924	0.037280415371	0.0668630495072	0.377848355739	0.157179583544
