 	lo	sentii	ee	che	arrivava	</S>
t	0.291340486867	0.4437056824	0.060001685	0.0197810255	0.107236809151	0.0779343253035
o	0.120872976867	0.671304824133	0.127725505	0.0182638908333	0.0357484088943	0.0260844149535
n	0.0641341081557	0.498462404711	0.144292341667	0.268424035611	0.0119191896509	0.0127679549678
ì	0.0292996885852	0.493621884904	0.109904887222	0.354877560537	0.00397543028455	0.0083206083826
k	0.0639685661951	0.511250401635	0.231403012407	0.179699365512	0.0107889022193	0.00288980796087
u	0.316275252065	0.301969030545	0.252152923136	0.115119602837	0.0134522265731	0.00103095726696
s	0.355208092355	0.183488343515	0.116964917379	0.325542285279	0.0049668006977	0.0138295155957
a	0.123777089452	0.244954271172	0.153018639793	0.45844231176	0.00174565077023	0.0180620191826
e	0.0485933626507	0.279244907057	0.191518046598	0.465467887253	0.00274424778774	0.0124315430449
e	0.0214154348836	0.139187731019	0.140202125533	0.670237082418	0.00775952176258	0.0211981076816
k	0.0210432871279	0.0692970810063	0.101017649844	0.596691564139	0.172104371421	0.0398460505605
a	0.021547491376	0.0313382337688	0.063432709948	0.332026278046	0.508528010474	0.0431272701868
è	0.009871589574	0.0118187307663	0.0269318279707	0.140825787482	0.784147970158	0.0264041260623
s	0.00424609714	0.00456576119877	0.0102201016449	0.0688559239607	0.857915390053	0.0541967543541
t	0.02011917388	0.0147126992663	0.036968970215	0.16946578132	0.571795472684	0.186937909785
a	0.0251371691267	0.0177219855654	0.045448197405	0.190230163107	0.494273300228	0.227189196595
z	0.0159050652089	0.0078343393318	0.020448306135	0.0831695350357	0.747066620076	0.125576135532
z	0.079519174403	0.0400831141106	0.054891475045	0.112256873012	0.565776798692	0.147472548511
e	0.094063648611	0.0492062572569	0.062070849105	0.112610953004	0.420821194897	0.261227072837
</S>	0.0473512500205	0.0246784224584	0.0313779106875	0.059190244502	0.527978482448	0.309423671419
