 	la	casa	la	costruisce	il	mastro	</S>
o	0.486302025	0.077191285	0.0658948675	0.02945450585	0.313380456	0.005088979625	0.0226878568
s	0.235652932667	0.0785489116667	0.0710148058333	0.0154142231833	0.432089512	0.003051710625	0.164227890267
p	0.241915775222	0.122811173889	0.0626895932778	0.0935516817278	0.272461522	0.007910699875	0.198659561656
ì	0.385624011741	0.252473857963	0.0640917477593	0.127541692909	0.0950857463	0.00832144571167	0.066861503312
t	0.31388332258	0.269254405988	0.165851391253	0.057166063303	0.159336463067	0.00665229465722	0.0278560136307
i	0.18501540286	0.334167898663	0.249832630418	0.0273155837677	0.182679033356	0.00610119558574	0.0148882275736
o	0.109199799287	0.348939106221	0.239809290139	0.0397079039226	0.253295723452	0.00367682789525	0.00537133885453
f	0.143851448096	0.160710052074	0.196951396713	0.0454400413075	0.396676731151	0.0425045102984	0.0138658095848
a	0.157277976032	0.180727037358	0.200278912238	0.117686167103	0.269671050384	0.0577029694328	0.0166558822283
b	0.0814175060107	0.173030987953	0.170996627413	0.133849756334	0.134038724795	0.288584015811	0.0180823697761
b	0.161589789337	0.0978360848177	0.0826854741377	0.116399136078	0.116978822932	0.40572552527	0.018785167692
r	0.480725483112	0.0736198106059	0.0520086213792	0.110932424359	0.0930089733107	0.182756541423	0.006948127504
i	0.488758219037	0.0765986425353	0.119610168793	0.0621895351197	0.182245990104	0.066566610941	0.00403080467467
k	0.195329706346	0.0771679055118	0.144511097598	0.0461874366399	0.234963568035	0.293642591114	0.00819770289156
è	0.082364020582	0.0477217791706	0.0891929271993	0.104780239147	0.143430790678	0.521443883705	0.0110663906305
i	0.0301340594607	0.0396248767235	0.0926106957331	0.133831623716	0.350466216893	0.342983151235	0.0103493937102
o	0.0103560051969	0.0189920117412	0.073229436911	0.0658780409053	0.610711572298	0.209199770412	0.0116331597367
m	0.00524476357563	0.0092737512804	0.045612171637	0.0330960951351	0.439512694099	0.452710320137	0.0145501962456
à	0.00393874812521	0.00599521976013	0.0325673632123	0.032304579545	0.212178231366	0.697157096712	0.0158587610819
s	0.0799095937084	0.0605301070534	0.0979129394041	0.0520016318483	0.157046013789	0.514628455571	0.0379712493606
c	0.121202951236	0.0960847990178	0.198820313135	0.0453836139494	0.281050994596	0.216349641857	0.0411076813535
i	0.0611421520787	0.0648890730059	0.164237742712	0.0896432246498	0.333863681532	0.250574837286	0.0356492866845
a	0.0246900093289	0.0352245148453	0.065474484904	0.0970007402733	0.200677080511	0.380890555762	0.196042620228
</S>	0.0123528151184	0.0178020131877	0.035306840952	0.0488336182216	0.165842970255	0.377527942881	0.342333820114
