 	vuole	vuole	mangiato	caldo	</S>
t	0.41221874495	0.1430397383	0.353375114	0.045290535	0.04607584903
è	0.39626655495	0.2124038561	0.355472047667	0.0203669131333	0.0154905964767
l	0.611522248317	0.232941412033	0.131663352222	0.0180104978444	0.0058624457389
i	0.624972636106	0.258934704011	0.0927337354073	0.0203203426148	0.0030385104463
t	0.408926250902	0.226794648004	0.245459283136	0.104231055538	0.0145886872154
è	0.224853135834	0.340170612668	0.286024824379	0.130631694579	0.0183196613385
l	0.418204125278	0.388536104223	0.133595442126	0.0516828009263	0.0079814643795
i	0.440886811759	0.275984228074	0.245069971375	0.0333893433088	0.0046696007265
f	0.24743632392	0.327581276025	0.344430727125	0.0613461707696	0.0192054631755
a	0.143608176973	0.308611488675	0.352693425708	0.16741158359	0.0276753097252
m	0.0590499123243	0.198741529558	0.372741325236	0.265112577863	0.104354665242
è	0.0242780963081	0.119085640519	0.223431847079	0.503148199288	0.130056254747
n	0.172290066636	0.0702444255063	0.111031221026	0.519735609763	0.126698694582
o	0.222694793712	0.0714166431688	0.157643117009	0.406367806588	0.141877596861
t	0.0755532666407	0.0472639159896	0.156039606003	0.608086975529	0.113056190954
r	0.0696973361169	0.0620841535965	0.084216229001	0.50294653851	0.281055733651
e	0.0678122071923	0.0675312786322	0.060502459667	0.46633623617	0.33781781455
m	0.0230699299508	0.0300005023107	0.048195149889	0.70478182539	0.19395259485
m	0.198813915717	0.0973620894369	0.0472757516297	0.514724509463	0.141823748283
ò	0.257213948906	0.116991555812	0.0364703772099	0.436718747488	0.152605359428
</S>	0.128861189953	0.064115341906	0.0323051761049	0.603203558744	0.171514699714
