 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.394149938	0.3274163835	0.0058710489	0.173871345	0.06213087	0.0365604115
c	0.177849041333	0.346688097833	0.00441859186	0.182290195	0.272915323333	0.0158387549667
h	0.418684497111	0.160017777611	0.001505289868	0.0954715314	0.318117191371	0.00620372535557
e	0.712786299037	0.112956177537	0.000775911510667	0.0592086048667	0.110415532384	0.00385750335186
p	0.528730006346	0.202671309179	0.000820457780222	0.0779787129556	0.184823859128	0.00497570545062
o	0.482875575449	0.230496199726	0.00201280567007	0.0737719629852	0.205533845719	0.00530961681687
l	0.425994267483	0.129676066309	0.00228179343669	0.0619001183284	0.33343780125	0.046709928939
e	0.194598158161	0.159377641836	0.0043586383589	0.201246494776	0.377547836083	0.0628712329797
m	0.11765066972	0.170703395279	0.0051661550863	0.262583784925	0.393901681028	0.0499943076599
ì	0.05029451524	0.0914816164263	0.00245831292877	0.347673171642	0.442318053676	0.0657743258866
s	0.0643320617467	0.100394435475	0.0521836615763	0.411721790547	0.310752677892	0.0606153852955
o	0.179040495582	0.161185571825	0.112414123859	0.283563526849	0.224346001297	0.0394502537652
n	0.179622039094	0.143453621275	0.0816381932797	0.17996256895	0.382633209099	0.0326903015884
t	0.106127523598	0.104817214425	0.0319417717532	0.259253102983	0.458782436366	0.0390778868628
a	0.101765811199	0.128436013475	0.0414812125844	0.468018234328	0.197938703455	0.0623599756209
ò	0.0548338291197	0.0823915544917	0.0403427298948	0.436832411443	0.271227372485	0.114372067207
l	0.0199520032932	0.0305121793639	0.0140287699416	0.235241454814	0.600325947495	0.099939621069
i	0.0161146436311	0.046291892988	0.127863970924	0.199795502605	0.546247950832	0.063686029023
t	0.014345621477	0.051332729686	0.165606529215	0.186952575202	0.514479128611	0.0672834230077
i	0.009093901759	0.0301828845853	0.175718395312	0.218555222734	0.501584606204	0.0648650026692
n	0.00655170701967	0.0230206242751	0.179070832723	0.228434812278	0.477640345401	0.0852816658897
a	0.00523560277322	0.0187281168384	0.145819978527	0.252743552126	0.474376518467	0.103096203297
d	0.00474270400441	0.0174733013795	0.134736059717	0.260939681375	0.502984162822	0.079124050099
d	0.0655373584148	0.00745464715983	0.05390926578	0.114596071125	0.649896440941	0.108606214366
o	0.0868205398049	0.00577751855328	0.0381834159267	0.075204024375	0.52894988698	0.265064641455
m	0.0329083846016	0.00505581148443	0.0239532604047	0.0360886964583	0.650823668993	0.251170174485
à	0.0136553274605	0.00300421408148	0.00864197353073	0.0152116454861	0.806754722998	0.152732075495
d	0.0450001420802	0.00769828154716	0.00433324827691	0.0113948254954	0.809174874333	0.122398596165
a	0.0563304167601	0.0105122035157	0.00392199455897	0.0128399324985	0.657664924778	0.258730529722
</S>	0.02955841048	0.00724885325785	0.00448029927949	0.0141692552493	0.499102662389	0.445440514861
