 	non	aveva	dove	a	stare	</S>
e	0.4382014555	0.034610602	0.014718339	0.473953347	0.017150378	0.0213657984535
n	0.1502330116	0.098749784	0.056925571	0.677805962333	0.00907473390467	0.00721092331683
ì	0.0661200859667	0.378257321333	0.084692377	0.465412750778	0.00303599733289	0.00248150743461
c	0.0360022733222	0.399155184178	0.0508612180667	0.470754446926	0.0423659459043	0.00086095287387
h	0.136291593107	0.275444551793	0.0742932417556	0.458155716309	0.0554915096748	0.000323353968957
e	0.205940724369	0.365050707264	0.201847553919	0.207243466103	0.0185283957666	0.00138910023732
p	0.105574589623	0.254066574541	0.18956399364	0.427060548701	0.0219904114239	0.00174382800277
u	0.066133766041	0.1672601603	0.261013383547	0.477024839567	0.0232092588646	0.00535855325792
s	0.053045686947	0.1392543542	0.285510412316	0.217685973189	0.211256060012	0.0932474852526
t	0.021935419249	0.0576449241667	0.107696846905	0.265467544396	0.419946453337	0.127308794084
a	0.0175526197497	0.0733695567222	0.262463520635	0.272846178132	0.286894554346	0.0868735803613
t	0.0123664425166	0.0689020749207	0.303300448282	0.123075771777	0.395383848015	0.0969714701204
ì	0.00464411310553	0.0247583086536	0.107645267831	0.0463526063257	0.442580226005	0.374019543373
</S>	0.00307518605276	0.0146708808268	0.0635372194155	0.0297405781629	0.239086063003	0.649890121686
