 	le	ragazze	vogliono	guardate	</S>
t	0.24320485	0.3439284265	0.306764671012	0.0363136604	0.06978839777
a	0.305184053333	0.553060942167	0.104585902012	0.0135989347667	0.02357017857
k	0.450319964444	0.479239097389	0.050142610004	0.0104190456222	0.00987929699
o	0.437815691481	0.506122082463	0.0399976370013	0.00934317515407	0.00672141616333
r	0.207273464827	0.440778571821	0.0251290096671	0.158827125331	0.167991852554
à	0.338140485942	0.22013405494	0.0129474565557	0.208602200377	0.220175862565
s	0.423310598647	0.350933721647	0.0237952758519	0.118332462059	0.0836280185683
i	0.238708776216	0.607997910549	0.0271142009506	0.0881530243797	0.0380261274128
a	0.132290828739	0.544356650183	0.279368480317	0.0311952491532	0.0127887871043
t	0.0481541419797	0.243064982861	0.361409356006	0.233761243718	0.113610271778
è	0.0736745563932	0.312378183754	0.159170061235	0.306100717573	0.148676494393
l	0.216905485464	0.346626373585	0.260753033745	0.120890395524	0.0548247225977
o	0.263929388488	0.370827420195	0.275504134582	0.065829738508	0.0239093241992
n	0.147549760163	0.368702586632	0.112346063527	0.325340132836	0.0460614607331
e	0.064116730721	0.195908068777	0.277476983176	0.408220312279	0.0542779212444
k	0.035896597907	0.139091211392	0.331168705792	0.42650793876	0.0673355580815
a	0.0158464506357	0.0517027879307	0.404397446664	0.445415806253	0.0826374726938
n	0.0072944134119	0.0207159321436	0.429941094288	0.384133695418	0.157914820898
o	0.00450106077063	0.0102200088812	0.340125543496	0.428455058473	0.216698340299
n	0.00341387235688	0.0065623828604	0.309643144899	0.417186459491	0.263194173433
i	0.00283435845229	0.0038257840868	0.154910845366	0.514081533164	0.324347527811
m	0.0228390918174	0.0106581709289	0.103712451622	0.541347291055	0.321443012604
m	0.155309683939	0.0208688189763	0.037671680374	0.497498450352	0.288651314201
è	0.17889965438	0.0173586284921	0.027895717458	0.556350540117	0.219495408067
n	0.37879366786	0.0123099623307	0.0264940998193	0.445864682372	0.136537578189
a	0.445198836553	0.00995535754357	0.0164689869398	0.353996213124	0.174380591563
</S>	0.223597854177	0.00576436792179	0.0142111789699	0.477906156562	0.278520395782
