 	non	mi	aspetti	che	non	vengo	</S>
m	0.48452125235	0.00157453877	9.0755213e-05	0.48423418424	0.0190050565	0.0045507224	0.006023431231
ì	0.181702957683	0.16352821477	0.1266304724	0.502939962747	0.0214599238333	0.00168767134433	0.00205077382967
m	0.085359640561	0.217505743795	0.168787918232	0.243220755582	0.113808792944	0.169407541392	0.00190958070856
e	0.0490224955203	0.17296893347	0.16344889351	0.228764911861	0.158336309981	0.225409669931	0.00204876960285
m	0.0374352628401	0.158113682621	0.161662959561	0.264796387287	0.156735758994	0.218388662777	0.00286728626762
ì	0.03833248528	0.0551238204383	0.054011716598	0.388175385762	0.245022896331	0.216275093092	0.00305859842254
n	0.112320561093	0.0208276886128	0.0181335579927	0.414991235254	0.344331385444	0.087770294864	0.00162528390751
i	0.130848023698	0.00830094557093	0.00611606717757	0.456564745085	0.351840615148	0.0451498461213	0.00117978126917
k	0.068926968566	0.00410546466498	0.00213157258586	0.462403508362	0.249410761716	0.21206022154	0.000961524389723
a	0.0631564901887	0.00815185102966	0.00141873444862	0.383654552787	0.257794827239	0.278268652513	0.00755491842991
e	0.0511718849296	0.0111081814432	0.00121519181954	0.301467604929	0.229974071746	0.307998919504	0.09706416981
n	0.0183888312765	0.00582670614773	0.000589280869847	0.12022462863	0.097639572682	0.374647223168	0.38268378327
è	0.0159370418588	0.0826928089492	0.11223920735	0.0457100348633	0.0453434623273	0.216202464389	0.48187497109
r	0.0221548819529	0.107827821171	0.149342645738	0.0219067125211	0.0334319951091	0.392254684796	0.27308120103
k	0.0874545419843	0.0360326620247	0.0497867919073	0.0688427227404	0.0666485040364	0.554910004932	0.136324715677
o	0.198405773995	0.0360221141216	0.0327839606754	0.100709462247	0.0921170796788	0.342554411644	0.197407186559
m	0.166778081665	0.0360382601505	0.0275303956251	0.0625886660823	0.0557539192263	0.457530817215	0.19377989312
e	0.077027188555	0.0168403544935	0.010930662775	0.0432734493608	0.0318069040754	0.475295129072	0.344826331973
</S>	0.0644428607775	0.0155067457468	0.0074683096375	0.0380802346804	0.0305175270377	0.252035879536	0.591948445986
