 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.15597871	0.415930265	0.1710264135	0.133930884	0.061964225	0.0095314925	0.05163803065
ì	0.386305836667	0.254058038333	0.159335639833	0.131545714667	0.0413836698	0.00932580237667	0.0180452952833
s	0.490918698889	0.166893193778	0.0827748152777	0.0968746782223	0.125238364733	0.0276507863356	0.00964945072777
i	0.55860209963	0.070845398926	0.0792475817592	0.0961167380741	0.154024364078	0.0337566338919	0.00740716424259
f	0.464885698543	0.043476771642	0.0878953472531	0.0738608396914	0.213827220526	0.108146363077	0.00790769508086
a	0.258700251514	0.051439377214	0.175115602418	0.126495194897	0.247384271509	0.132985237036	0.00787997939362
m	0.185545891838	0.0555724490713	0.190687916473	0.133605401632	0.23579076517	0.173883745022	0.0249137901645
ì	0.147768608613	0.21168033169	0.101194254491	0.0945589152107	0.22589870239	0.188375119007	0.0305241089548
g	0.150344722204	0.259778064563	0.0657972081637	0.0963378364036	0.348185514797	0.0682274250023	0.0113293167849
l	0.138117460068	0.0954989821877	0.0434043513879	0.100592058801	0.540501138266	0.0772682796674	0.0046177992683
i	0.230387810023	0.0596209387292	0.0553187291293	0.193984402934	0.378136152755	0.0807407765558	0.00181122166277
a	0.211377650008	0.0527929729097	0.0666748063764	0.218752214311	0.391984757585	0.0566912021853	0.00172640035426
e	0.094456338336	0.0258516270366	0.0485192037921	0.12198845477	0.643192919195	0.0630048493951	0.00298659478475
n	0.034734321742	0.00889146662353	0.025662758524	0.05652513279	0.498815491565	0.284371098465	0.0909997495949
è	0.0198581888773	0.139638432419	0.0418551951013	0.07295615213	0.211841449022	0.361099178155	0.152751444532
c	0.0165303459591	0.18737022114	0.0513095668671	0.0797151124433	0.116351174207	0.459917671385	0.0888059401773
h	0.0323667173197	0.0712477417133	0.0237937304557	0.0461743332144	0.100472909269	0.680241313795	0.0457032750591
i	0.0384852525399	0.0320670932378	0.0126513306852	0.0392476957381	0.122829169756	0.677935927932	0.0767835560197
n	0.0159005270133	0.0157279376126	0.0067655396284	0.019125492446	0.0697408981853	0.757064529311	0.115675128673
a	0.00740739430443	0.0323451954042	0.0110199384095	0.029922590682	0.121605827662	0.652106136437	0.145592946224
f	0.00554014386814	0.0400708121347	0.0144078970365	0.0346611385607	0.141896380387	0.482580758812	0.280842858741
à	0.00479343648938	0.0188824380449	0.0078590838455	0.0147334571869	0.060940574629	0.618500939604	0.274290066247
i	0.00399400046313	0.0130396596816	0.00490137671517	0.0087082765623	0.046093956543	0.672817783201	0.250444938749
</S>	0.00346173468156	0.0136554728408	0.00490257060758	0.00768320553115	0.0464269207715	0.582385576601	0.341484499374
