 	è	possibile	che	è	entrato	da	qui	</S>
i	0.2908018609	0.1096964585	0.31539338725	0.14123852275	0.00501742455	0.097480575	0.013669545	0.02670223635
s	0.0997292182333	0.1665279385	0.376235609083	0.17603566425	0.01910621555	0.106890028333	0.0063836456	0.0490916996833
o	0.0367315954111	0.196583482833	0.423883163028	0.180504851417	0.0236589549833	0.079627121711	0.002482766319	0.0565280592578
g	0.0145744008704	0.078901786111	0.375618700343	0.145851645472	0.00922376992777	0.351624952837	0.002925090292	0.0212796566493
g	0.0557647773568	0.073657890537	0.188907142781	0.151086093491	0.0674551037759	0.448702627946	0.00334931281733	0.0110770502164
è	0.0787493891189	0.251345503512	0.224249677594	0.188854151164	0.0932281512586	0.156862148362	0.00140119235731	0.00530976935447
s	0.038246414873	0.271602686171	0.207713383865	0.155928950388	0.0537490890862	0.128433681501	0.142110791817	0.00221499423382
t	0.0226844484577	0.111869726057	0.134404535955	0.182659590129	0.0609976783621	0.292051287167	0.192845840606	0.00248689404461
e	0.0309430161526	0.101754734352	0.187268105318	0.26747501671	0.0695404911207	0.271768166389	0.0687025425353	0.00254794248154
k	0.0297919427175	0.0853557909507	0.174927929739	0.221162966903	0.0452000006069	0.403194782796	0.0388208205118	0.00154577739385
a	0.0219820212392	0.0733712764836	0.123973434546	0.162803246968	0.0893376621023	0.483888537599	0.0424932075039	0.00215062566462
m	0.0167524824131	0.0693540614612	0.106827400349	0.143020764789	0.103936831734	0.489986672533	0.067511169168	0.00261064818821
b	0.0482754848044	0.0738229164537	0.057567562283	0.0771110957297	0.118154181611	0.555826360844	0.0659765833893	0.0032658474294
ì	0.0580735450681	0.0930394588179	0.073282340761	0.0736704369099	0.36170985387	0.302478521948	0.0324176377964	0.0053282062098
k	0.0362308828227	0.054876924606	0.0578472676203	0.0443225705033	0.36214897309	0.389878422316	0.0483799255988	0.0063150256366
e	0.0322332939409	0.0577499898687	0.0545125265734	0.0544206350344	0.314639656163	0.417457926439	0.0502447978663	0.0187411598789
a	0.0150001408236	0.0550757910562	0.0557113225245	0.0580249426781	0.303196994388	0.171322511146	0.293501238622	0.048167012293
p	0.00567863031787	0.0214425589521	0.0308175528415	0.0267270258927	0.116698597129	0.093122931382	0.661386979541	0.0441256871643
ò	0.00256253673929	0.00902034898403	0.0196841302472	0.0153516404176	0.048542070743	0.0516507124607	0.833556446514	0.0196321457881
t	0.0012658005131	0.00755243216134	0.00848318451573	0.00595133549253	0.0230317576143	0.0310430931536	0.907710332171	0.0149620982627
t	0.0243761443377	0.0244580687204	0.0110282296386	0.0124055010642	0.167395838205	0.0728328290512	0.666581530724	0.0209218907542
u	0.0328291708792	0.0429494575735	0.0159756845462	0.0180015016881	0.236434626068	0.113781523017	0.330528993575	0.209499088918
</S>	0.0181315445896	0.0461345597868	0.0163469272731	0.0152494653441	0.158755333034	0.113517381508	0.241031266787	0.390833544459
