 	non	ha	mangiato	mai	un	rustico	</S>
e	0.48636208241	0.01113780865	0.009974334	0.4677116521	0.00599354675	0.01135413095	0.00746640975
n	0.162383866337	0.13548531755	0.01629662	0.4824580507	0.120209461583	0.01233364445	0.0708330164167
è	0.0562735781723	0.457923072517	0.0184241443333	0.202564835233	0.164115147528	0.00814667928333	0.0925525098056
c	0.0416753715241	0.446256697172	0.0118555977778	0.352576796744	0.0714656245093	0.0404651197611	0.0357047391352
h	0.055052328508	0.424353788724	0.0417487419259	0.383498392248	0.0321124855698	0.0488107977992	0.0144234132947
i	0.0566771961693	0.489002206241	0.230600830642	0.186881317416	0.0155374322566	0.0164320788886	0.0048689213179
f	0.0600173773898	0.241818749114	0.257308417581	0.282661099139	0.0183591080855	0.13385021804	0.00598501094263
a	0.0590287401299	0.219510036738	0.25253863656	0.270474248046	0.0192390056952	0.172851672833	0.00635765307421
m	0.0613316810433	0.212318393346	0.251175202987	0.186115841015	0.0198914512317	0.256464857764	0.0127025771181
è	0.0495710103478	0.112580025549	0.0988200484623	0.154906403672	0.281790279411	0.287050545588	0.0152816934727
n	0.142573436783	0.0858662175163	0.0566810031541	0.190901814557	0.392032429804	0.119419703196	0.0125253955909
a	0.181869267261	0.115147171505	0.133654898051	0.249005504852	0.247467823268	0.0612761088987	0.0115792167303
m	0.128195994087	0.119551955635	0.151229827217	0.193333251617	0.171001675089	0.225078439133	0.0116088551101
à	0.098881374229	0.0433862679117	0.0520850052057	0.126215893206	0.368596682363	0.298382556378	0.0124522176034
i	0.0338441991763	0.0165604433372	0.0192549831019	0.113443667069	0.643193894121	0.164829835459	0.0088729357678
è	0.0118556869361	0.00614197920573	0.00760373922063	0.107984716556	0.74367609804	0.114895747486	0.0078419748226
n	0.020170351956	0.0421051213619	0.0158665141602	0.0488524163853	0.610806086013	0.178924044829	0.0832754335075
a	0.0478659113187	0.0814958221206	0.0918455173867	0.0859597187951	0.385466155338	0.193050858276	0.114315975502
n	0.0685060884396	0.0675791123735	0.107315403129	0.0886369477317	0.271250439113	0.214815229425	0.181896742834
r	0.0673721294799	0.0416207014578	0.0433539173763	0.0429482890439	0.138034530371	0.352345603142	0.314324820945
ù	0.0405060531933	0.0279707034859	0.0213941037921	0.0322613230146	0.304855000124	0.326684224381	0.246328596982
s	0.0241492574311	0.0191867914953	0.0105970179307	0.0186306246715	0.324560270041	0.48179517146	0.121080837661
t	0.0878575508104	0.0104185546318	0.00467600061023	0.0240397768905	0.117113969347	0.69401012382	0.061883969887
i	0.10112066347	0.0184517590106	0.00471427850341	0.0278092017968	0.161214769116	0.56154420794	0.125145088629
k	0.0720751010233	0.0253193976702	0.0047742676678	0.0139154708989	0.171460582429	0.56554603598	0.146909124543
o	0.0672370860078	0.0395733025567	0.0084339257226	0.0113640270996	0.175275563533	0.53067984866	0.167436213181
</S>	0.0431928415039	0.0571295362784	0.0136970873613	0.0141815875498	0.264668271766	0.35695647933	0.250174156591
