 	l	ho	sentito	quando	veniva	</S>
t	0.412474476329	0.00170069873	0.50003986127	0.0474990876528	0.0264536751674	0.0118322144789
o	0.141920067663	0.0324285347633	0.796808563757	0.0160517115528	0.0088182655795	0.00397285991222
n	0.0517427373243	0.0802786109211	0.857975297919	0.0056675611976	0.00293982165988	0.00139598201407
ì	0.0174145739281	0.0953782049737	0.883475999306	0.00220907396253	0.000983617223907	0.00053855179469
k	0.0944610126927	0.0692041049912	0.791495066435	0.0176953581042	0.0268752776906	0.00026917033823
u	0.152250234231	0.297766474997	0.484336658812	0.0299880023681	0.0355027777008	0.000155799302077
s	0.0833581135103	0.413054831666	0.438088689604	0.0482456037894	0.0125904432042	0.00466225506336
a	0.0319806496034	0.220660085555	0.653002076535	0.0831059732631	0.00503262451807	0.00621858187445
m	0.0169214642011	0.112478890652	0.517474128845	0.068763992421	0.280480062789	0.00388145894482
ò	0.00966656920037	0.0405001743507	0.216696806262	0.140469696807	0.548944777596	0.0437219557816
t	0.0279296628668	0.0151831009669	0.0747282224007	0.164394630269	0.662010015865	0.0557543801605
t	0.0524648842889	0.0180786611723	0.220537621134	0.0894552547563	0.598714898622	0.0207487187868
e	0.0423634994296	0.0360497020574	0.270782150711	0.288459348252	0.315238842874	0.0471065200956
è	0.0189369673602	0.0292880357725	0.0941528566037	0.334024412751	0.309046064291	0.214551718365
r	0.00683813423707	0.0101900169442	0.0315686131679	0.123172619917	0.59169862143	0.236532046455
k	0.053368776979	0.0135503355814	0.0333358859893	0.0963198589723	0.712893920477	0.0905312571517
a	0.0742511396597	0.0202143841938	0.0359266709964	0.178845652991	0.572027110159	0.118735040384
t	0.0404364938866	0.0253488227313	0.0680364693321	0.15577687523	0.585252310053	0.125149046795
o	0.0236543648955	0.0248514690771	0.0771813394107	0.17238939931	0.503845806684	0.198077632265
</S>	0.0124008128478	0.0180314982885	0.0395230641554	0.264216174655	0.338260333342	0.327568106132
