 	voglio	che	Maria	viene	domani	</S>
t	0.3327999019	0.15820806565	0.1560326145	0.221842105	0.11400425735	0.01711297064
è	0.2987435019	0.27031171855	0.184924798167	0.128662926667	0.111513197674	0.00584381179867
l	0.3885331773	0.205979416517	0.0918683316557	0.257196440556	0.0533290344488	0.00309359615822
o	0.249064282433	0.317381529172	0.100707472819	0.296747918785	0.0339314565703	0.00216737904057
e	0.101448754944	0.354721886391	0.109799460273	0.257977194862	0.174322707277	0.00173002156802
M	0.044803862448	0.12197609143	0.044079173911	0.444430211621	0.288375089092	0.056335555156
a	0.029362354816	0.30377798311	0.081552032457	0.348386245037	0.163382395925	0.073538958188
r	0.0142643889387	0.36515031837	0.0947090703857	0.234658052842	0.15864660487	0.132571549199
ì	0.00958682464623	0.379085230123	0.104935886362	0.196899262647	0.157124473813	0.15236831832
a	0.00987186488208	0.384744446374	0.111903664287	0.194076935916	0.239938396794	0.0594646936933
n	0.0124708319607	0.156304221791	0.053019528929	0.225747921972	0.305866070265	0.246591440231
a	0.0123926939869	0.208364957264	0.227177114976	0.110792125657	0.140347582997	0.300925545144
r	0.0060390791623	0.199895098631	0.274115506792	0.063570318219	0.301963169241	0.154416846781
t	0.163094719554	0.129231775754	0.132268236064	0.0479830877397	0.35963488808	0.167787305594
i	0.219819475518	0.280846091918	0.224542244021	0.0208678544799	0.12378732757	0.130137003198
à	0.0780399391227	0.269179848759	0.21480355704	0.0111271196266	0.3597012624	0.067148229066
v	0.0263519981909	0.0900092886097	0.0718502239167	0.00708214517553	0.766562774133	0.0381435446887
v	0.26471508293	0.0652213771066	0.0593185521756	0.00469769579184	0.584696364044	0.0213509472296
r	0.675402067643	0.0569664297989	0.0551373926219	0.00283527908061	0.197323159548	0.0123357053799
i	0.568930551548	0.0367391750296	0.0322948077706	0.0156389728435	0.091220298716	0.255176220763
</S>	0.302892644274	0.0449354840148	0.0370072088853	0.0296533534217	0.081425489358	0.504085825382
