 	non	mi	aspetti	non	vengo	</S>
m	0.489755272	0.0020009683	0.001106482012	0.48698451015	0.013137882	0.00701484922
ì	0.196059754	0.1269266327	0.174409146171	0.490194337383	0.00994045493667	0.00246967413
m	0.106208764667	0.16838170884	0.231532184747	0.233364929794	0.257409538249	0.00310288205333
e	0.075017072889	0.144638210887	0.242433064272	0.193970993265	0.34007855635	0.00386208411778
m	0.0610401952963	0.136692566639	0.246017295075	0.151315604422	0.40183912905	0.00309519073926
ì	0.0617692760988	0.048425727223	0.082596863209	0.377070408141	0.427387734017	0.00274998814642
n	0.1680905587	0.0190765867043	0.0281342515677	0.566349936047	0.215944282339	0.00240442651547
i	0.2070059229	0.00978992786477	0.0098080373539	0.623080662016	0.147135670113	0.00317986690516
e	0.109404488633	0.00668775219826	0.00367805754397	0.600381390672	0.268497919371	0.0113504617684
n	0.0396317225643	0.00305064320942	0.00140569800732	0.315581514891	0.370854593124	0.269475854589
è	0.0206541162081	0.0851685039698	0.119123040602	0.132366642964	0.235492261041	0.40719543153
r	0.0212323030694	0.111813736703	0.158193344521	0.0828447376547	0.414761177014	0.21115468151
k	0.0705289753565	0.0373392467243	0.052747471855	0.165277229218	0.580967572338	0.09313948717
o	0.152949708452	0.0495536146848	0.0403590999797	0.214488919739	0.367448052113	0.17520061139
m	0.134407231817	0.0545024882949	0.0425544493266	0.113160756246	0.459635512038	0.195739585897
e	0.068267643939	0.028166269165	0.0241041541089	0.060998215082	0.474269278013	0.344194464066
</S>	0.0539347884695	0.0276826690825	0.0174319945544	0.062719992541	0.249343600006	0.588886982033
