 	la	pasta	vuole	sale	</S>
i	0.52800484	0.03343750495	0.4264753981	0.007339283368	0.00474301806
p	0.25647228	0.08632522665	0.4629975127	0.186374045123	0.00783098706
à	0.149675752333	0.380705732217	0.218820657567	0.241834674208	0.00896318255333
s	0.086521585111	0.461106040739	0.327147742522	0.106203592236	0.0190209853844
t	0.0614781784703	0.30123848358	0.347807542507	0.267161762412	0.0223140137381
a	0.194149860923	0.292892494527	0.207396692502	0.297861560371	0.00769942048937
t	0.236511256174	0.184435598176	0.149045205534	0.41939344969	0.0106145361298
è	0.093793901258	0.124847029392	0.307344976545	0.46239797623	0.0116161464633
l	0.337387230419	0.103818671797	0.379515658848	0.16522773541	0.0140507312411
i	0.44560591014	0.0783054959323	0.367188436283	0.0931805588033	0.0157196360137
à	0.190168685558	0.0647988594774	0.665820662094	0.0689477576011	0.0102640442712
l	0.0855056606977	0.0255534119925	0.552100260698	0.186212450534	0.15062821809
a	0.0531364813326	0.0215649946642	0.348039850233	0.367863843511	0.209394809363
</S>	0.0303465323163	0.0247459013321	0.408791385116	0.407382611756	0.128733519682
